Line Number,Attack.Type,Packet.Size,Initial.Energy.joules.,Transmission.Power.Watts.,Reception.Power.Watts.,Connection.Data.Rate.bits.sec.,Packets.Sent,Time.to.Compromise.seconds.
16996,rte,1048576,5.125,4.9,0.1,10058,1,104.252933
16997,std,1048576,5.125,4.9,0.1,20058,1,52.27719613
16998,rte,1048576,5.125,4.9,0.1,20058,1,52.27719613
16999,std,1048576,5.125,4.9,0.1,30058,1,34.88508883
17000,rte,1048576,5.125,4.9,0.1,30058,1,34.88508883
17001,std,1048576,5.125,4.9,0.1,40058,1,26.17644416
17002,rte,1048576,5.125,4.9,0.1,40058,1,26.17644416
17003,std,1048576,5.125,4.9,0.1,50058,1,20.94722122
17004,rte,1048576,5.125,4.9,0.1,50058,1,20.94722122
17005,std,1048576,5.125,4.9,0.1,60058,1,17.45938926
17006,rte,1048576,5.125,4.9,0.1,60058,1,17.45938926
17007,std,1048576,5.125,4.9,0.1,70058,1,14.9672557
17008,rte,1048576,5.125,4.9,0.1,70058,1,14.9672557
17009,std,1048576,5.125,4.9,0.1,80058,1,13.09770416
17010,rte,1048576,5.125,4.9,0.1,80058,1,13.09770416
17011,std,1048576,5.125,4.9,0.9,58,1,18078.89655
17012,rte,1048576,5.125,4.9,0.9,58,1,18078.89655
17013,std,1048576,5.125,4.9,0.9,10058,1,104.252933
17014,rte,1048576,5.125,4.9,0.9,10058,1,104.252933
17015,std,1048576,5.125,4.9,0.9,20058,1,52.27719613
17016,rte,1048576,5.125,4.9,0.9,20058,1,52.27719613
17017,std,1048576,5.125,4.9,0.9,30058,1,34.88508883
17018,rte,1048576,5.125,4.9,0.9,30058,1,34.88508883
17019,std,1048576,5.125,4.9,0.9,40058,1,26.17644416
17020,rte,1048576,5.125,4.9,0.9,40058,1,26.17644416
17021,std,1048576,5.125,4.9,0.9,50058,1,20.94722122
17022,rte,1048576,5.125,4.9,0.9,50058,1,20.94722122
17023,std,1048576,5.125,4.9,0.9,60058,1,17.45938926
17024,rte,1048576,5.125,4.9,0.9,60058,1,17.45938926
17025,std,1048576,5.125,4.9,0.9,70058,1,14.9672557
17026,rte,1048576,5.125,4.9,0.9,70058,1,14.9672557
17027,std,1048576,5.125,4.9,0.9,80058,1,13.09770416
17028,rte,1048576,5.125,4.9,0.9,80058,1,13.09770416
17029,std,1048576,5.125,4.9,1.7,58,1,18078.89655
17030,rte,1048576,5.125,4.9,1.7,58,1,18078.89655
17031,std,1048576,5.125,4.9,1.7,10058,1,104.252933
17032,rte,1048576,5.125,4.9,1.7,10058,1,104.252933
17033,std,1048576,5.125,4.9,1.7,20058,1,52.27719613
17034,rte,1048576,5.125,4.9,1.7,20058,1,52.27719613
17035,std,1048576,5.125,4.9,1.7,30058,1,34.88508883
17036,rte,1048576,5.125,4.9,1.7,30058,1,34.88508883
17037,std,1048576,5.125,4.9,1.7,40058,1,26.17644416
17038,rte,1048576,5.125,4.9,1.7,40058,1,26.17644416
17039,std,1048576,5.125,4.9,1.7,50058,1,20.94722122
17040,rte,1048576,5.125,4.9,1.7,50058,1,20.94722122
17041,std,1048576,5.125,4.9,1.7,60058,1,17.45938926
17042,rte,1048576,5.125,4.9,1.7,60058,1,17.45938926
17043,std,1048576,5.125,4.9,1.7,70058,1,14.9672557
17044,rte,1048576,5.125,4.9,1.7,70058,1,14.9672557
17045,std,1048576,5.125,4.9,1.7,80058,1,13.09770416
17046,rte,1048576,5.125,4.9,1.7,80058,1,13.09770416
17047,std,1048576,5.125,4.9,2.5,58,1,18078.89655
17048,rte,1048576,5.125,4.9,2.5,58,1,18078.89655
17049,std,1048576,5.125,4.9,2.5,10058,1,104.252933
17050,rte,1048576,5.125,4.9,2.5,10058,1,104.252933
17051,std,1048576,5.125,4.9,2.5,20058,1,52.27719613
17052,rte,1048576,5.125,4.9,2.5,20058,1,52.27719613
17053,std,1048576,5.125,4.9,2.5,30058,1,34.88508883
17054,rte,1048576,5.125,4.9,2.5,30058,1,34.88508883
17055,std,1048576,5.125,4.9,2.5,40058,1,26.17644416
17056,rte,1048576,5.125,4.9,2.5,40058,1,26.17644416
17057,std,1048576,5.125,4.9,2.5,50058,1,20.94722122
17058,rte,1048576,5.125,4.9,2.5,50058,1,20.94722122
17059,std,1048576,5.125,4.9,2.5,60058,1,17.45938926
17060,rte,1048576,5.125,4.9,2.5,60058,1,17.45938926
17061,std,1048576,5.125,4.9,2.5,70058,1,14.9672557
17062,rte,1048576,5.125,4.9,2.5,70058,1,14.9672557
17063,std,1048576,5.125,4.9,2.5,80058,1,13.09770416
17064,rte,1048576,5.125,4.9,2.5,80058,1,13.09770416
17065,std,1048576,5.125,4.9,3.3,58,1,18078.89655
17066,rte,1048576,5.125,4.9,3.3,58,1,18078.89655
17067,std,1048576,5.125,4.9,3.3,10058,1,104.252933
17068,rte,1048576,5.125,4.9,3.3,10058,1,104.252933
17069,std,1048576,5.125,4.9,3.3,20058,1,52.27719613
17070,rte,1048576,5.125,4.9,3.3,20058,1,52.27719613
17071,std,1048576,5.125,4.9,3.3,30058,1,34.88508883
17072,rte,1048576,5.125,4.9,3.3,30058,1,34.88508883
17073,std,1048576,5.125,4.9,3.3,40058,1,26.17644416
17074,rte,1048576,5.125,4.9,3.3,40058,1,26.17644416
17075,std,1048576,5.125,4.9,3.3,50058,1,20.94722122
17076,rte,1048576,5.125,4.9,3.3,50058,1,20.94722122
17077,std,1048576,5.125,4.9,3.3,60058,1,17.45938926
17078,rte,1048576,5.125,4.9,3.3,60058,1,17.45938926
17079,std,1048576,5.125,4.9,3.3,70058,1,14.9672557
17080,rte,1048576,5.125,4.9,3.3,70058,1,14.9672557
17081,std,1048576,5.125,4.9,3.3,80058,1,13.09770416
17082,rte,1048576,5.125,4.9,3.3,80058,1,13.09770416
17083,std,1048576,5.125,4.9,4.1,58,1,18078.89655
17084,rte,1048576,5.125,4.9,4.1,58,1,18078.89655
17085,std,1048576,5.125,4.9,4.1,10058,1,104.252933
17086,rte,1048576,5.125,4.9,4.1,10058,1,104.252933
17087,std,1048576,5.125,4.9,4.1,20058,1,52.27719613
17088,rte,1048576,5.125,4.9,4.1,20058,1,52.27719613
17089,std,1048576,5.125,4.9,4.1,30058,1,34.88508883
17090,rte,1048576,5.125,4.9,4.1,30058,1,34.88508883
17091,std,1048576,5.125,4.9,4.1,40058,1,26.17644416
17092,rte,1048576,5.125,4.9,4.1,40058,1,26.17644416
17093,std,1048576,5.125,4.9,4.1,50058,1,20.94722122
17094,rte,1048576,5.125,4.9,4.1,50058,1,20.94722122
17095,std,1048576,5.125,4.9,4.1,60058,1,17.45938926
17096,rte,1048576,5.125,4.9,4.1,60058,1,17.45938926
17097,std,1048576,5.125,4.9,4.1,70058,1,14.9672557
17098,rte,1048576,5.125,4.9,4.1,70058,1,14.9672557
17099,std,1048576,5.125,4.9,4.1,80058,1,13.09770416
17100,rte,1048576,5.125,4.9,4.1,80058,1,13.09770416
17101,std,1048576,5.125,4.9,4.9,58,1,18078.89655
17102,rte,1048576,5.125,4.9,4.9,58,1,18078.89655
17103,std,1048576,5.125,4.9,4.9,10058,1,104.252933
17104,rte,1048576,5.125,4.9,4.9,10058,1,104.252933
17105,std,1048576,5.125,4.9,4.9,20058,1,52.27719613
17106,rte,1048576,5.125,4.9,4.9,20058,1,52.27719613
17107,std,1048576,5.125,4.9,4.9,30058,1,34.88508883
17108,rte,1048576,5.125,4.9,4.9,30058,1,34.88508883
17109,std,1048576,5.125,4.9,4.9,40058,1,26.17644416
17110,rte,1048576,5.125,4.9,4.9,40058,1,26.17644416
17111,std,1048576,5.125,4.9,4.9,50058,1,20.94722122
17112,rte,1048576,5.125,4.9,4.9,50058,1,20.94722122
17113,std,1048576,5.125,4.9,4.9,60058,1,17.45938926
17114,rte,1048576,5.125,4.9,4.9,60058,1,17.45938926
17115,std,1048576,5.125,4.9,4.9,70058,1,14.9672557
17116,rte,1048576,5.125,4.9,4.9,70058,1,14.9672557
17117,std,1048576,5.125,4.9,4.9,80058,1,13.09770416
17118,rte,1048576,5.125,4.9,4.9,80058,1,13.09770416
17119,std,1048576,5.125,4.9,5.7,58,1,18078.89655
17120,rte,1048576,5.125,4.9,5.7,58,1,18078.89655
17121,std,1048576,5.125,4.9,5.7,10058,1,104.252933
17122,rte,1048576,5.125,4.9,5.7,10058,1,104.252933
17123,std,1048576,5.125,4.9,5.7,20058,1,52.27719613
17124,rte,1048576,5.125,4.9,5.7,20058,1,52.27719613
17125,std,1048576,5.125,4.9,5.7,30058,1,34.88508883
17126,rte,1048576,5.125,4.9,5.7,30058,1,34.88508883
17127,std,1048576,5.125,4.9,5.7,40058,1,26.17644416
17128,rte,1048576,5.125,4.9,5.7,40058,1,26.17644416
17129,std,1048576,5.125,4.9,5.7,50058,1,20.94722122
17130,rte,1048576,5.125,4.9,5.7,50058,1,20.94722122
17131,std,1048576,5.125,4.9,5.7,60058,1,17.45938926
17132,rte,1048576,5.125,4.9,5.7,60058,1,17.45938926
17133,std,1048576,5.125,4.9,5.7,70058,1,14.9672557
17134,rte,1048576,5.125,4.9,5.7,70058,1,14.9672557
17135,std,1048576,5.125,4.9,5.7,80058,1,13.09770416
17136,rte,1048576,5.125,4.9,5.7,80058,1,13.09770416
17281,std,1048576,7.625,0.1,0.1,58,1,18078.89655
17282,rte,1048576,7.625,0.1,0.1,58,1,18078.89655
17283,std,1048576,7.625,0.1,0.1,10058,1,104.252933
17284,rte,1048576,7.625,0.1,0.1,10058,1,104.252933
17285,std,1048576,7.625,0.1,0.1,20058,2,104.5543923
17286,rte,1048576,7.625,0.1,0.1,20058,1,52.27719613
17287,std,1048576,7.625,0.1,0.1,30058,3,104.6552665
17288,rte,1048576,7.625,0.1,0.1,30058,2,69.77017766
17289,std,1048576,7.625,0.1,0.1,40058,3,78.52933247
17290,rte,1048576,7.625,0.1,0.1,40058,2,52.35288831
17291,std,1048576,7.625,0.1,0.1,50058,4,83.78888489
17292,rte,1048576,7.625,0.1,0.1,50058,2,41.89444245
17293,std,1048576,7.625,0.1,0.1,60058,5,87.29694629
17294,rte,1048576,7.625,0.1,0.1,60058,3,52.37816777
17295,std,1048576,7.625,0.1,0.1,70058,6,89.80353421
17296,rte,1048576,7.625,0.1,0.1,70058,3,44.90176711
17297,std,1048576,7.625,0.1,0.1,80058,6,78.58622499
17298,rte,1048576,7.625,0.1,0.1,80058,3,39.29311249
17299,std,1048576,7.625,0.1,0.9,58,1,18078.89655
17300,rte,1048576,7.625,0.1,0.9,58,1,18078.89655
17301,std,1048576,7.625,0.1,0.9,10058,1,104.252933
17302,rte,1048576,7.625,0.1,0.9,10058,1,104.252933
17303,std,1048576,7.625,0.1,0.9,20058,1,52.27719613
17304,rte,1048576,7.625,0.1,0.9,20058,1,52.27719613
17305,std,1048576,7.625,0.1,0.9,30058,1,34.88508883
17306,rte,1048576,7.625,0.1,0.9,30058,1,34.88508883
17307,std,1048576,7.625,0.1,0.9,40058,1,26.17644416
17308,rte,1048576,7.625,0.1,0.9,40058,1,26.17644416
17309,std,1048576,7.625,0.1,0.9,50058,1,20.94722122
17310,rte,1048576,7.625,0.1,0.9,50058,1,20.94722122
17311,std,1048576,7.625,0.1,0.9,60058,1,17.45938926
17312,rte,1048576,7.625,0.1,0.9,60058,1,17.45938926
17313,std,1048576,7.625,0.1,0.9,70058,1,14.9672557
17314,rte,1048576,7.625,0.1,0.9,70058,1,14.9672557
17315,std,1048576,7.625,0.1,0.9,80058,1,13.09770416
17316,rte,1048576,7.625,0.1,0.9,80058,1,13.09770416
17317,std,1048576,7.625,0.1,1.7,58,1,18078.89655
17318,rte,1048576,7.625,0.1,1.7,58,1,18078.89655
17319,std,1048576,7.625,0.1,1.7,10058,1,104.252933
17320,rte,1048576,7.625,0.1,1.7,10058,1,104.252933
17321,std,1048576,7.625,0.1,1.7,20058,1,52.27719613
17322,rte,1048576,7.625,0.1,1.7,20058,1,52.27719613
17323,std,1048576,7.625,0.1,1.7,30058,1,34.88508883
17324,rte,1048576,7.625,0.1,1.7,30058,1,34.88508883
17325,std,1048576,7.625,0.1,1.7,40058,1,26.17644416
17326,rte,1048576,7.625,0.1,1.7,40058,1,26.17644416
17327,std,1048576,7.625,0.1,1.7,50058,1,20.94722122
17328,rte,1048576,7.625,0.1,1.7,50058,1,20.94722122
17329,std,1048576,7.625,0.1,1.7,60058,1,17.45938926
17330,rte,1048576,7.625,0.1,1.7,60058,1,17.45938926
17331,std,1048576,7.625,0.1,1.7,70058,1,14.9672557
17332,rte,1048576,7.625,0.1,1.7,70058,1,14.9672557
17333,std,1048576,7.625,0.1,1.7,80058,1,13.09770416
17334,rte,1048576,7.625,0.1,1.7,80058,1,13.09770416
17335,std,1048576,7.625,0.1,2.5,58,1,18078.89655
17336,rte,1048576,7.625,0.1,2.5,58,1,18078.89655
17337,std,1048576,7.625,0.1,2.5,10058,1,104.252933
17338,rte,1048576,7.625,0.1,2.5,10058,1,104.252933
17339,std,1048576,7.625,0.1,2.5,20058,1,52.27719613
17340,rte,1048576,7.625,0.1,2.5,20058,1,52.27719613
17341,std,1048576,7.625,0.1,2.5,30058,1,34.88508883
17342,rte,1048576,7.625,0.1,2.5,30058,1,34.88508883
17343,std,1048576,7.625,0.1,2.5,40058,1,26.17644416
17344,rte,1048576,7.625,0.1,2.5,40058,1,26.17644416
17345,std,1048576,7.625,0.1,2.5,50058,1,20.94722122
17346,rte,1048576,7.625,0.1,2.5,50058,1,20.94722122
17347,std,1048576,7.625,0.1,2.5,60058,1,17.45938926
17348,rte,1048576,7.625,0.1,2.5,60058,1,17.45938926
17349,std,1048576,7.625,0.1,2.5,70058,1,14.9672557
17350,rte,1048576,7.625,0.1,2.5,70058,1,14.9672557
17351,std,1048576,7.625,0.1,2.5,80058,1,13.09770416
17352,rte,1048576,7.625,0.1,2.5,80058,1,13.09770416
17353,std,1048576,7.625,0.1,3.3,58,1,18078.89655
17354,rte,1048576,7.625,0.1,3.3,58,1,18078.89655
17355,std,1048576,7.625,0.1,3.3,10058,1,104.252933
17356,rte,1048576,7.625,0.1,3.3,10058,1,104.252933
17357,std,1048576,7.625,0.1,3.3,20058,1,52.27719613
17358,rte,1048576,7.625,0.1,3.3,20058,1,52.27719613
17359,std,1048576,7.625,0.1,3.3,30058,1,34.88508883
17360,rte,1048576,7.625,0.1,3.3,30058,1,34.88508883
17361,std,1048576,7.625,0.1,3.3,40058,1,26.17644416
17362,rte,1048576,7.625,0.1,3.3,40058,1,26.17644416
17363,std,1048576,7.625,0.1,3.3,50058,1,20.94722122
17364,rte,1048576,7.625,0.1,3.3,50058,1,20.94722122
17365,std,1048576,7.625,0.1,3.3,60058,1,17.45938926
17366,rte,1048576,7.625,0.1,3.3,60058,1,17.45938926
17367,std,1048576,7.625,0.1,3.3,70058,1,14.9672557
17368,rte,1048576,7.625,0.1,3.3,70058,1,14.9672557
17369,std,1048576,7.625,0.1,3.3,80058,1,13.09770416
17370,rte,1048576,7.625,0.1,3.3,80058,1,13.09770416
17371,std,1048576,7.625,0.1,4.1,58,1,18078.89655
17372,rte,1048576,7.625,0.1,4.1,58,1,18078.89655
17373,std,1048576,7.625,0.1,4.1,10058,1,104.252933
17374,rte,1048576,7.625,0.1,4.1,10058,1,104.252933
17375,std,1048576,7.625,0.1,4.1,20058,1,52.27719613
17376,rte,1048576,7.625,0.1,4.1,20058,1,52.27719613
17377,std,1048576,7.625,0.1,4.1,30058,1,34.88508883
17378,rte,1048576,7.625,0.1,4.1,30058,1,34.88508883
17379,std,1048576,7.625,0.1,4.1,40058,1,26.17644416
17380,rte,1048576,7.625,0.1,4.1,40058,1,26.17644416
17381,std,1048576,7.625,0.1,4.1,50058,1,20.94722122
17382,rte,1048576,7.625,0.1,4.1,50058,1,20.94722122
17383,std,1048576,7.625,0.1,4.1,60058,1,17.45938926
17384,rte,1048576,7.625,0.1,4.1,60058,1,17.45938926
17385,std,1048576,7.625,0.1,4.1,70058,1,14.9672557
17386,rte,1048576,7.625,0.1,4.1,70058,1,14.9672557
17387,std,1048576,7.625,0.1,4.1,80058,1,13.09770416
17388,rte,1048576,7.625,0.1,4.1,80058,1,13.09770416
17389,std,1048576,7.625,0.1,4.9,58,1,18078.89655
17390,rte,1048576,7.625,0.1,4.9,58,1,18078.89655
17391,std,1048576,7.625,0.1,4.9,10058,1,104.252933
17392,rte,1048576,7.625,0.1,4.9,10058,1,104.252933
17393,std,1048576,7.625,0.1,4.9,20058,1,52.27719613
17394,rte,1048576,7.625,0.1,4.9,20058,1,52.27719613
17395,std,1048576,7.625,0.1,4.9,30058,1,34.88508883
17396,rte,1048576,7.625,0.1,4.9,30058,1,34.88508883
17397,std,1048576,7.625,0.1,4.9,40058,1,26.17644416
17398,rte,1048576,7.625,0.1,4.9,40058,1,26.17644416
17399,std,1048576,7.625,0.1,4.9,50058,1,20.94722122
17400,rte,1048576,7.625,0.1,4.9,50058,1,20.94722122
17401,std,1048576,7.625,0.1,4.9,60058,1,17.45938926
17402,rte,1048576,7.625,0.1,4.9,60058,1,17.45938926
17403,std,1048576,7.625,0.1,4.9,70058,1,14.9672557
17404,rte,1048576,7.625,0.1,4.9,70058,1,14.9672557
17405,std,1048576,7.625,0.1,4.9,80058,1,13.09770416
17406,rte,1048576,7.625,0.1,4.9,80058,1,13.09770416
17407,std,1048576,7.625,0.1,5.7,58,1,18078.89655
17408,rte,1048576,7.625,0.1,5.7,58,1,18078.89655
17409,std,1048576,7.625,0.1,5.7,10058,1,104.252933
17410,rte,1048576,7.625,0.1,5.7,10058,1,104.252933
17411,std,1048576,7.625,0.1,5.7,20058,1,52.27719613
17412,rte,1048576,7.625,0.1,5.7,20058,1,52.27719613
17413,std,1048576,7.625,0.1,5.7,30058,1,34.88508883
17414,rte,1048576,7.625,0.1,5.7,30058,1,34.88508883
17415,std,1048576,7.625,0.1,5.7,40058,1,26.17644416
17416,rte,1048576,7.625,0.1,5.7,40058,1,26.17644416
17417,std,1048576,7.625,0.1,5.7,50058,1,20.94722122
17418,rte,1048576,7.625,0.1,5.7,50058,1,20.94722122
17419,std,1048576,7.625,0.1,5.7,60058,1,17.45938926
17420,rte,1048576,7.625,0.1,5.7,60058,1,17.45938926
17421,std,1048576,7.625,0.1,5.7,70058,1,14.9672557
17422,rte,1048576,7.625,0.1,5.7,70058,1,14.9672557
17423,std,1048576,7.625,0.1,5.7,80058,1,13.09770416
17424,rte,1048576,7.625,0.1,5.7,80058,1,13.09770416
17425,std,1048576,7.625,0.9,0.1,58,1,18078.89655
17426,rte,1048576,7.625,0.9,0.1,58,1,18078.89655
17427,std,1048576,7.625,0.9,0.1,10058,1,104.252933
17428,rte,1048576,7.625,0.9,0.1,10058,1,104.252933
17429,std,1048576,7.625,0.9,0.1,20058,2,104.5543923
17430,rte,1048576,7.625,0.9,0.1,20058,1,52.27719613
17431,std,1048576,7.625,0.9,0.1,30058,2,69.77017766
17432,rte,1048576,7.625,0.9,0.1,30058,1,34.88508883
17433,std,1048576,7.625,0.9,0.1,40058,3,78.52933247
17434,rte,1048576,7.625,0.9,0.1,40058,1,26.17644416
17435,std,1048576,7.625,0.9,0.1,50058,4,83.78888489
17436,rte,1048576,7.625,0.9,0.1,50058,1,20.94722122
17437,std,1048576,7.625,0.9,0.1,60058,4,69.83755703
17438,rte,1048576,7.625,0.9,0.1,60058,1,17.45938926
17439,std,1048576,7.625,0.9,0.1,70058,5,74.83627851
17440,rte,1048576,7.625,0.9,0.1,70058,1,14.9672557
17441,std,1048576,7.625,0.9,0.1,80058,6,78.58622499
17442,rte,1048576,7.625,0.9,0.1,80058,1,13.09770416
17443,std,1048576,7.625,0.9,0.9,58,1,18078.89655
17444,rte,1048576,7.625,0.9,0.9,58,1,18078.89655
17445,std,1048576,7.625,0.9,0.9,10058,1,104.252933
17446,rte,1048576,7.625,0.9,0.9,10058,1,104.252933
17447,std,1048576,7.625,0.9,0.9,20058,1,52.27719613
17448,rte,1048576,7.625,0.9,0.9,20058,1,52.27719613
17449,std,1048576,7.625,0.9,0.9,30058,1,34.88508883
17450,rte,1048576,7.625,0.9,0.9,30058,1,34.88508883
17451,std,1048576,7.625,0.9,0.9,40058,1,26.17644416
17452,rte,1048576,7.625,0.9,0.9,40058,1,26.17644416
17453,std,1048576,7.625,0.9,0.9,50058,1,20.94722122
17454,rte,1048576,7.625,0.9,0.9,50058,1,20.94722122
17455,std,1048576,7.625,0.9,0.9,60058,1,17.45938926
17456,rte,1048576,7.625,0.9,0.9,60058,1,17.45938926
17457,std,1048576,7.625,0.9,0.9,70058,1,14.9672557
17458,rte,1048576,7.625,0.9,0.9,70058,1,14.9672557
17459,std,1048576,7.625,0.9,0.9,80058,1,13.09770416
17460,rte,1048576,7.625,0.9,0.9,80058,1,13.09770416
17461,std,1048576,7.625,0.9,1.7,58,1,18078.89655
17462,rte,1048576,7.625,0.9,1.7,58,1,18078.89655
17463,std,1048576,7.625,0.9,1.7,10058,1,104.252933
17464,rte,1048576,7.625,0.9,1.7,10058,1,104.252933
17465,std,1048576,7.625,0.9,1.7,20058,1,52.27719613
17466,rte,1048576,7.625,0.9,1.7,20058,1,52.27719613
17467,std,1048576,7.625,0.9,1.7,30058,1,34.88508883
17468,rte,1048576,7.625,0.9,1.7,30058,1,34.88508883
17469,std,1048576,7.625,0.9,1.7,40058,1,26.17644416
17470,rte,1048576,7.625,0.9,1.7,40058,1,26.17644416
17471,std,1048576,7.625,0.9,1.7,50058,1,20.94722122
17472,rte,1048576,7.625,0.9,1.7,50058,1,20.94722122
17473,std,1048576,7.625,0.9,1.7,60058,1,17.45938926
17474,rte,1048576,7.625,0.9,1.7,60058,1,17.45938926
17475,std,1048576,7.625,0.9,1.7,70058,1,14.9672557
17476,rte,1048576,7.625,0.9,1.7,70058,1,14.9672557
17477,std,1048576,7.625,0.9,1.7,80058,1,13.09770416
17478,rte,1048576,7.625,0.9,1.7,80058,1,13.09770416
17479,std,1048576,7.625,0.9,2.5,58,1,18078.89655
17480,rte,1048576,7.625,0.9,2.5,58,1,18078.89655
17481,std,1048576,7.625,0.9,2.5,10058,1,104.252933
17482,rte,1048576,7.625,0.9,2.5,10058,1,104.252933
17483,std,1048576,7.625,0.9,2.5,20058,1,52.27719613
17484,rte,1048576,7.625,0.9,2.5,20058,1,52.27719613
17485,std,1048576,7.625,0.9,2.5,30058,1,34.88508883
17486,rte,1048576,7.625,0.9,2.5,30058,1,34.88508883
17487,std,1048576,7.625,0.9,2.5,40058,1,26.17644416
17488,rte,1048576,7.625,0.9,2.5,40058,1,26.17644416
17489,std,1048576,7.625,0.9,2.5,50058,1,20.94722122
17490,rte,1048576,7.625,0.9,2.5,50058,1,20.94722122
17491,std,1048576,7.625,0.9,2.5,60058,1,17.45938926
17492,rte,1048576,7.625,0.9,2.5,60058,1,17.45938926
17493,std,1048576,7.625,0.9,2.5,70058,1,14.9672557
17494,rte,1048576,7.625,0.9,2.5,70058,1,14.9672557
17495,std,1048576,7.625,0.9,2.5,80058,1,13.09770416
17496,rte,1048576,7.625,0.9,2.5,80058,1,13.09770416
17497,std,1048576,7.625,0.9,3.3,58,1,18078.89655
17498,rte,1048576,7.625,0.9,3.3,58,1,18078.89655
17499,std,1048576,7.625,0.9,3.3,10058,1,104.252933
17500,rte,1048576,7.625,0.9,3.3,10058,1,104.252933
17501,std,1048576,7.625,0.9,3.3,20058,1,52.27719613
17502,rte,1048576,7.625,0.9,3.3,20058,1,52.27719613
17503,std,1048576,7.625,0.9,3.3,30058,1,34.88508883
17504,rte,1048576,7.625,0.9,3.3,30058,1,34.88508883
17505,std,1048576,7.625,0.9,3.3,40058,1,26.17644416
17506,rte,1048576,7.625,0.9,3.3,40058,1,26.17644416
17507,std,1048576,7.625,0.9,3.3,50058,1,20.94722122
17508,rte,1048576,7.625,0.9,3.3,50058,1,20.94722122
17509,std,1048576,7.625,0.9,3.3,60058,1,17.45938926
17510,rte,1048576,7.625,0.9,3.3,60058,1,17.45938926
17511,std,1048576,7.625,0.9,3.3,70058,1,14.9672557
17512,rte,1048576,7.625,0.9,3.3,70058,1,14.9672557
17513,std,1048576,7.625,0.9,3.3,80058,1,13.09770416
17514,rte,1048576,7.625,0.9,3.3,80058,1,13.09770416
17515,std,1048576,7.625,0.9,4.1,58,1,18078.89655
17516,rte,1048576,7.625,0.9,4.1,58,1,18078.89655
17517,std,1048576,7.625,0.9,4.1,10058,1,104.252933
17518,rte,1048576,7.625,0.9,4.1,10058,1,104.252933
17519,std,1048576,7.625,0.9,4.1,20058,1,52.27719613
17520,rte,1048576,7.625,0.9,4.1,20058,1,52.27719613
17521,std,1048576,7.625,0.9,4.1,30058,1,34.88508883
17522,rte,1048576,7.625,0.9,4.1,30058,1,34.88508883
17523,std,1048576,7.625,0.9,4.1,40058,1,26.17644416
17524,rte,1048576,7.625,0.9,4.1,40058,1,26.17644416
17525,std,1048576,7.625,0.9,4.1,50058,1,20.94722122
17526,rte,1048576,7.625,0.9,4.1,50058,1,20.94722122
17527,std,1048576,7.625,0.9,4.1,60058,1,17.45938926
17528,rte,1048576,7.625,0.9,4.1,60058,1,17.45938926
17529,std,1048576,7.625,0.9,4.1,70058,1,14.9672557
17530,rte,1048576,7.625,0.9,4.1,70058,1,14.9672557
17531,std,1048576,7.625,0.9,4.1,80058,1,13.09770416
17532,rte,1048576,7.625,0.9,4.1,80058,1,13.09770416
17533,std,1048576,7.625,0.9,4.9,58,1,18078.89655
17534,rte,1048576,7.625,0.9,4.9,58,1,18078.89655
17535,std,1048576,7.625,0.9,4.9,10058,1,104.252933
17536,rte,1048576,7.625,0.9,4.9,10058,1,104.252933
17537,std,1048576,7.625,0.9,4.9,20058,1,52.27719613
17538,rte,1048576,7.625,0.9,4.9,20058,1,52.27719613
17539,std,1048576,7.625,0.9,4.9,30058,1,34.88508883
17540,rte,1048576,7.625,0.9,4.9,30058,1,34.88508883
17541,std,1048576,7.625,0.9,4.9,40058,1,26.17644416
17542,rte,1048576,7.625,0.9,4.9,40058,1,26.17644416
17543,std,1048576,7.625,0.9,4.9,50058,1,20.94722122
17544,rte,1048576,7.625,0.9,4.9,50058,1,20.94722122
17545,std,1048576,7.625,0.9,4.9,60058,1,17.45938926
17546,rte,1048576,7.625,0.9,4.9,60058,1,17.45938926
17547,std,1048576,7.625,0.9,4.9,70058,1,14.9672557
17548,rte,1048576,7.625,0.9,4.9,70058,1,14.9672557
17549,std,1048576,7.625,0.9,4.9,80058,1,13.09770416
17550,rte,1048576,7.625,0.9,4.9,80058,1,13.09770416
17551,std,1048576,7.625,0.9,5.7,58,1,18078.89655
17552,rte,1048576,7.625,0.9,5.7,58,1,18078.89655
17553,std,1048576,7.625,0.9,5.7,10058,1,104.252933
17554,rte,1048576,7.625,0.9,5.7,10058,1,104.252933
17555,std,1048576,7.625,0.9,5.7,20058,1,52.27719613
17556,rte,1048576,7.625,0.9,5.7,20058,1,52.27719613
17557,std,1048576,7.625,0.9,5.7,30058,1,34.88508883
17558,rte,1048576,7.625,0.9,5.7,30058,1,34.88508883
17559,std,1048576,7.625,0.9,5.7,40058,1,26.17644416
17560,rte,1048576,7.625,0.9,5.7,40058,1,26.17644416
17561,std,1048576,7.625,0.9,5.7,50058,1,20.94722122
17562,rte,1048576,7.625,0.9,5.7,50058,1,20.94722122
17563,std,1048576,7.625,0.9,5.7,60058,1,17.45938926
17564,rte,1048576,7.625,0.9,5.7,60058,1,17.45938926
17565,std,1048576,7.625,0.9,5.7,70058,1,14.9672557
17566,rte,1048576,7.625,0.9,5.7,70058,1,14.9672557
17567,std,1048576,7.625,0.9,5.7,80058,1,13.09770416
17568,rte,1048576,7.625,0.9,5.7,80058,1,13.09770416
17569,std,1048576,7.625,1.7,0.1,58,1,18078.89655
