Line Number,Attack.Type,Packet.Size,Initial.Energy.joules.,Transmission.Power.Watts.,Reception.Power.Watts.,Connection.Data.Rate.bits.sec.,Packets.Sent,Time.to.Compromise.seconds.
28838,rte,1073741824,2.625,0.1,1.7,58,1,18512790.07
28839,std,1073741824,2.625,0.1,1.7,10058,1,106755.0034
28840,rte,1073741824,2.625,0.1,1.7,10058,1,106755.0034
28841,std,1073741824,2.625,0.1,1.7,20058,1,53531.84884
28842,rte,1073741824,2.625,0.1,1.7,20058,1,53531.84884
28843,std,1073741824,2.625,0.1,1.7,30058,1,35722.33096
28844,rte,1073741824,2.625,0.1,1.7,30058,1,35722.33096
28845,std,1073741824,2.625,0.1,1.7,40058,1,26804.67882
28846,rte,1073741824,2.625,0.1,1.7,40058,1,26804.67882
28847,std,1073741824,2.625,0.1,1.7,50058,1,21449.95453
28848,rte,1073741824,2.625,0.1,1.7,50058,1,21449.95453
28849,std,1073741824,2.625,0.1,1.7,60058,1,17878.4146
28850,rte,1073741824,2.625,0.1,1.7,60058,1,17878.4146
28851,std,1073741824,2.625,0.1,1.7,70058,1,15326.46984
28852,rte,1073741824,2.625,0.1,1.7,70058,1,15326.46984
28853,std,1073741824,2.625,0.1,1.7,80058,1,13412.04906
28854,rte,1073741824,2.625,0.1,1.7,80058,1,13412.04906
28855,std,1073741824,2.625,0.1,2.5,58,1,18512790.07
28856,rte,1073741824,2.625,0.1,2.5,58,1,18512790.07
28857,std,1073741824,2.625,0.1,2.5,10058,1,106755.0034
28858,rte,1073741824,2.625,0.1,2.5,10058,1,106755.0034
28859,std,1073741824,2.625,0.1,2.5,20058,1,53531.84884
28860,rte,1073741824,2.625,0.1,2.5,20058,1,53531.84884
28861,std,1073741824,2.625,0.1,2.5,30058,1,35722.33096
28862,rte,1073741824,2.625,0.1,2.5,30058,1,35722.33096
28863,std,1073741824,2.625,0.1,2.5,40058,1,26804.67882
28864,rte,1073741824,2.625,0.1,2.5,40058,1,26804.67882
28865,std,1073741824,2.625,0.1,2.5,50058,1,21449.95453
28866,rte,1073741824,2.625,0.1,2.5,50058,1,21449.95453
28867,std,1073741824,2.625,0.1,2.5,60058,1,17878.4146
28868,rte,1073741824,2.625,0.1,2.5,60058,1,17878.4146
28869,std,1073741824,2.625,0.1,2.5,70058,1,15326.46984
28870,rte,1073741824,2.625,0.1,2.5,70058,1,15326.46984
28871,std,1073741824,2.625,0.1,2.5,80058,1,13412.04906
28872,rte,1073741824,2.625,0.1,2.5,80058,1,13412.04906
28873,std,1073741824,2.625,0.1,3.3,58,1,18512790.07
28874,rte,1073741824,2.625,0.1,3.3,58,1,18512790.07
28875,std,1073741824,2.625,0.1,3.3,10058,1,106755.0034
28876,rte,1073741824,2.625,0.1,3.3,10058,1,106755.0034
28877,std,1073741824,2.625,0.1,3.3,20058,1,53531.84884
28878,rte,1073741824,2.625,0.1,3.3,20058,1,53531.84884
28879,std,1073741824,2.625,0.1,3.3,30058,1,35722.33096
28880,rte,1073741824,2.625,0.1,3.3,30058,1,35722.33096
28881,std,1073741824,2.625,0.1,3.3,40058,1,26804.67882
28882,rte,1073741824,2.625,0.1,3.3,40058,1,26804.67882
28883,std,1073741824,2.625,0.1,3.3,50058,1,21449.95453
28884,rte,1073741824,2.625,0.1,3.3,50058,1,21449.95453
28885,std,1073741824,2.625,0.1,3.3,60058,1,17878.4146
28886,rte,1073741824,2.625,0.1,3.3,60058,1,17878.4146
28887,std,1073741824,2.625,0.1,3.3,70058,1,15326.46984
28888,rte,1073741824,2.625,0.1,3.3,70058,1,15326.46984
28889,std,1073741824,2.625,0.1,3.3,80058,1,13412.04906
28890,rte,1073741824,2.625,0.1,3.3,80058,1,13412.04906
28891,std,1073741824,2.625,0.1,4.1,58,1,18512790.07
28892,rte,1073741824,2.625,0.1,4.1,58,1,18512790.07
28893,std,1073741824,2.625,0.1,4.1,10058,1,106755.0034
28894,rte,1073741824,2.625,0.1,4.1,10058,1,106755.0034
28895,std,1073741824,2.625,0.1,4.1,20058,1,53531.84884
28896,rte,1073741824,2.625,0.1,4.1,20058,1,53531.84884
28897,std,1073741824,2.625,0.1,4.1,30058,1,35722.33096
28898,rte,1073741824,2.625,0.1,4.1,30058,1,35722.33096
28899,std,1073741824,2.625,0.1,4.1,40058,1,26804.67882
28900,rte,1073741824,2.625,0.1,4.1,40058,1,26804.67882
28901,std,1073741824,2.625,0.1,4.1,50058,1,21449.95453
28902,rte,1073741824,2.625,0.1,4.1,50058,1,21449.95453
28903,std,1073741824,2.625,0.1,4.1,60058,1,17878.4146
28904,rte,1073741824,2.625,0.1,4.1,60058,1,17878.4146
28905,std,1073741824,2.625,0.1,4.1,70058,1,15326.46984
28906,rte,1073741824,2.625,0.1,4.1,70058,1,15326.46984
28907,std,1073741824,2.625,0.1,4.1,80058,1,13412.04906
28908,rte,1073741824,2.625,0.1,4.1,80058,1,13412.04906
28909,std,1073741824,2.625,0.1,4.9,58,1,18512790.07
28910,rte,1073741824,2.625,0.1,4.9,58,1,18512790.07
28911,std,1073741824,2.625,0.1,4.9,10058,1,106755.0034
28912,rte,1073741824,2.625,0.1,4.9,10058,1,106755.0034
28913,std,1073741824,2.625,0.1,4.9,20058,1,53531.84884
28914,rte,1073741824,2.625,0.1,4.9,20058,1,53531.84884
28915,std,1073741824,2.625,0.1,4.9,30058,1,35722.33096
28916,rte,1073741824,2.625,0.1,4.9,30058,1,35722.33096
28917,std,1073741824,2.625,0.1,4.9,40058,1,26804.67882
28918,rte,1073741824,2.625,0.1,4.9,40058,1,26804.67882
28919,std,1073741824,2.625,0.1,4.9,50058,1,21449.95453
28920,rte,1073741824,2.625,0.1,4.9,50058,1,21449.95453
28921,std,1073741824,2.625,0.1,4.9,60058,1,17878.4146
28922,rte,1073741824,2.625,0.1,4.9,60058,1,17878.4146
28923,std,1073741824,2.625,0.1,4.9,70058,1,15326.46984
28924,rte,1073741824,2.625,0.1,4.9,70058,1,15326.46984
28925,std,1073741824,2.625,0.1,4.9,80058,1,13412.04906
28926,rte,1073741824,2.625,0.1,4.9,80058,1,13412.04906
28927,std,1073741824,2.625,0.1,5.7,58,1,18512790.07
28928,rte,1073741824,2.625,0.1,5.7,58,1,18512790.07
28929,std,1073741824,2.625,0.1,5.7,10058,1,106755.0034
28930,rte,1073741824,2.625,0.1,5.7,10058,1,106755.0034
28931,std,1073741824,2.625,0.1,5.7,20058,1,53531.84884
28932,rte,1073741824,2.625,0.1,5.7,20058,1,53531.84884
28933,std,1073741824,2.625,0.1,5.7,30058,1,35722.33096
28934,rte,1073741824,2.625,0.1,5.7,30058,1,35722.33096
28935,std,1073741824,2.625,0.1,5.7,40058,1,26804.67882
28936,rte,1073741824,2.625,0.1,5.7,40058,1,26804.67882
28937,std,1073741824,2.625,0.1,5.7,50058,1,21449.95453
28938,rte,1073741824,2.625,0.1,5.7,50058,1,21449.95453
28939,std,1073741824,2.625,0.1,5.7,60058,1,17878.4146
28940,rte,1073741824,2.625,0.1,5.7,60058,1,17878.4146
28941,std,1073741824,2.625,0.1,5.7,70058,1,15326.46984
28942,rte,1073741824,2.625,0.1,5.7,70058,1,15326.46984
28943,std,1073741824,2.625,0.1,5.7,80058,1,13412.04906
28944,rte,1073741824,2.625,0.1,5.7,80058,1,13412.04906
28945,std,1073741824,2.625,0.9,0.1,58,1,18512790.07
28946,rte,1073741824,2.625,0.9,0.1,58,1,18512790.07
28947,std,1073741824,2.625,0.9,0.1,10058,1,106755.0034
28948,rte,1073741824,2.625,0.9,0.1,10058,1,106755.0034
28949,std,1073741824,2.625,0.9,0.1,20058,1,53531.84884
28950,rte,1073741824,2.625,0.9,0.1,20058,1,53531.84884
28951,std,1073741824,2.625,0.9,0.1,30058,1,35722.33096
28952,rte,1073741824,2.625,0.9,0.1,30058,1,35722.33096
28953,std,1073741824,2.625,0.9,0.1,40058,1,26804.67882
28954,rte,1073741824,2.625,0.9,0.1,40058,1,26804.67882
28955,std,1073741824,2.625,0.9,0.1,50058,1,21449.95453
28956,rte,1073741824,2.625,0.9,0.1,50058,1,21449.95453
28957,std,1073741824,2.625,0.9,0.1,60058,1,17878.4146
28958,rte,1073741824,2.625,0.9,0.1,60058,1,17878.4146
28959,std,1073741824,2.625,0.9,0.1,70058,1,15326.46984
28960,rte,1073741824,2.625,0.9,0.1,70058,1,15326.46984
28961,std,1073741824,2.625,0.9,0.1,80058,1,13412.04906
28962,rte,1073741824,2.625,0.9,0.1,80058,1,13412.04906
28963,std,1073741824,2.625,0.9,0.9,58,1,18512790.07
28964,rte,1073741824,2.625,0.9,0.9,58,1,18512790.07
28965,std,1073741824,2.625,0.9,0.9,10058,1,106755.0034
28966,rte,1073741824,2.625,0.9,0.9,10058,1,106755.0034
28967,std,1073741824,2.625,0.9,0.9,20058,1,53531.84884
28968,rte,1073741824,2.625,0.9,0.9,20058,1,53531.84884
28969,std,1073741824,2.625,0.9,0.9,30058,1,35722.33096
28970,rte,1073741824,2.625,0.9,0.9,30058,1,35722.33096
28971,std,1073741824,2.625,0.9,0.9,40058,1,26804.67882
28972,rte,1073741824,2.625,0.9,0.9,40058,1,26804.67882
28973,std,1073741824,2.625,0.9,0.9,50058,1,21449.95453
28974,rte,1073741824,2.625,0.9,0.9,50058,1,21449.95453
28975,std,1073741824,2.625,0.9,0.9,60058,1,17878.4146
28976,rte,1073741824,2.625,0.9,0.9,60058,1,17878.4146
28977,std,1073741824,2.625,0.9,0.9,70058,1,15326.46984
28978,rte,1073741824,2.625,0.9,0.9,70058,1,15326.46984
28979,std,1073741824,2.625,0.9,0.9,80058,1,13412.04906
28980,rte,1073741824,2.625,0.9,0.9,80058,1,13412.04906
28981,std,1073741824,2.625,0.9,1.7,58,1,18512790.07
28982,rte,1073741824,2.625,0.9,1.7,58,1,18512790.07
28983,std,1073741824,2.625,0.9,1.7,10058,1,106755.0034
28984,rte,1073741824,2.625,0.9,1.7,10058,1,106755.0034
28985,std,1073741824,2.625,0.9,1.7,20058,1,53531.84884
28986,rte,1073741824,2.625,0.9,1.7,20058,1,53531.84884
28987,std,1073741824,2.625,0.9,1.7,30058,1,35722.33096
28988,rte,1073741824,2.625,0.9,1.7,30058,1,35722.33096
28989,std,1073741824,2.625,0.9,1.7,40058,1,26804.67882
28990,rte,1073741824,2.625,0.9,1.7,40058,1,26804.67882
28991,std,1073741824,2.625,0.9,1.7,50058,1,21449.95453
28992,rte,1073741824,2.625,0.9,1.7,50058,1,21449.95453
28993,std,1073741824,2.625,0.9,1.7,60058,1,17878.4146
28994,rte,1073741824,2.625,0.9,1.7,60058,1,17878.4146
28995,std,1073741824,2.625,0.9,1.7,70058,1,15326.46984
28996,rte,1073741824,2.625,0.9,1.7,70058,1,15326.46984
28997,std,1073741824,2.625,0.9,1.7,80058,1,13412.04906
28998,rte,1073741824,2.625,0.9,1.7,80058,1,13412.04906
28999,std,1073741824,2.625,0.9,2.5,58,1,18512790.07
29000,rte,1073741824,2.625,0.9,2.5,58,1,18512790.07
29001,std,1073741824,2.625,0.9,2.5,10058,1,106755.0034
29002,rte,1073741824,2.625,0.9,2.5,10058,1,106755.0034
29003,std,1073741824,2.625,0.9,2.5,20058,1,53531.84884
29004,rte,1073741824,2.625,0.9,2.5,20058,1,53531.84884
29005,std,1073741824,2.625,0.9,2.5,30058,1,35722.33096
29006,rte,1073741824,2.625,0.9,2.5,30058,1,35722.33096
29007,std,1073741824,2.625,0.9,2.5,40058,1,26804.67882
29008,rte,1073741824,2.625,0.9,2.5,40058,1,26804.67882
29009,std,1073741824,2.625,0.9,2.5,50058,1,21449.95453
29010,rte,1073741824,2.625,0.9,2.5,50058,1,21449.95453
29011,std,1073741824,2.625,0.9,2.5,60058,1,17878.4146
29012,rte,1073741824,2.625,0.9,2.5,60058,1,17878.4146
29013,std,1073741824,2.625,0.9,2.5,70058,1,15326.46984
29014,rte,1073741824,2.625,0.9,2.5,70058,1,15326.46984
29015,std,1073741824,2.625,0.9,2.5,80058,1,13412.04906
29016,rte,1073741824,2.625,0.9,2.5,80058,1,13412.04906
29017,std,1073741824,2.625,0.9,3.3,58,1,18512790.07
29018,rte,1073741824,2.625,0.9,3.3,58,1,18512790.07
29019,std,1073741824,2.625,0.9,3.3,10058,1,106755.0034
29020,rte,1073741824,2.625,0.9,3.3,10058,1,106755.0034
29021,std,1073741824,2.625,0.9,3.3,20058,1,53531.84884
29022,rte,1073741824,2.625,0.9,3.3,20058,1,53531.84884
29023,std,1073741824,2.625,0.9,3.3,30058,1,35722.33096
29024,rte,1073741824,2.625,0.9,3.3,30058,1,35722.33096
29025,std,1073741824,2.625,0.9,3.3,40058,1,26804.67882
29026,rte,1073741824,2.625,0.9,3.3,40058,1,26804.67882
29027,std,1073741824,2.625,0.9,3.3,50058,1,21449.95453
29028,rte,1073741824,2.625,0.9,3.3,50058,1,21449.95453
29029,std,1073741824,2.625,0.9,3.3,60058,1,17878.4146
29030,rte,1073741824,2.625,0.9,3.3,60058,1,17878.4146
29031,std,1073741824,2.625,0.9,3.3,70058,1,15326.46984
29032,rte,1073741824,2.625,0.9,3.3,70058,1,15326.46984
29033,std,1073741824,2.625,0.9,3.3,80058,1,13412.04906
29034,rte,1073741824,2.625,0.9,3.3,80058,1,13412.04906
29035,std,1073741824,2.625,0.9,4.1,58,1,18512790.07
29036,rte,1073741824,2.625,0.9,4.1,58,1,18512790.07
29037,std,1073741824,2.625,0.9,4.1,10058,1,106755.0034
29038,rte,1073741824,2.625,0.9,4.1,10058,1,106755.0034
29039,std,1073741824,2.625,0.9,4.1,20058,1,53531.84884
29040,rte,1073741824,2.625,0.9,4.1,20058,1,53531.84884
29041,std,1073741824,2.625,0.9,4.1,30058,1,35722.33096
29042,rte,1073741824,2.625,0.9,4.1,30058,1,35722.33096
29043,std,1073741824,2.625,0.9,4.1,40058,1,26804.67882
29044,rte,1073741824,2.625,0.9,4.1,40058,1,26804.67882
29045,std,1073741824,2.625,0.9,4.1,50058,1,21449.95453
29046,rte,1073741824,2.625,0.9,4.1,50058,1,21449.95453
29047,std,1073741824,2.625,0.9,4.1,60058,1,17878.4146
29048,rte,1073741824,2.625,0.9,4.1,60058,1,17878.4146
29049,std,1073741824,2.625,0.9,4.1,70058,1,15326.46984
29050,rte,1073741824,2.625,0.9,4.1,70058,1,15326.46984
29051,std,1073741824,2.625,0.9,4.1,80058,1,13412.04906
29052,rte,1073741824,2.625,0.9,4.1,80058,1,13412.04906
29053,std,1073741824,2.625,0.9,4.9,58,1,18512790.07
29054,rte,1073741824,2.625,0.9,4.9,58,1,18512790.07
29055,std,1073741824,2.625,0.9,4.9,10058,1,106755.0034
29056,rte,1073741824,2.625,0.9,4.9,10058,1,106755.0034
29057,std,1073741824,2.625,0.9,4.9,20058,1,53531.84884
29058,rte,1073741824,2.625,0.9,4.9,20058,1,53531.84884
29059,std,1073741824,2.625,0.9,4.9,30058,1,35722.33096
29060,rte,1073741824,2.625,0.9,4.9,30058,1,35722.33096
29061,std,1073741824,2.625,0.9,4.9,40058,1,26804.67882
29062,rte,1073741824,2.625,0.9,4.9,40058,1,26804.67882
29063,std,1073741824,2.625,0.9,4.9,50058,1,21449.95453
29064,rte,1073741824,2.625,0.9,4.9,50058,1,21449.95453
29065,std,1073741824,2.625,0.9,4.9,60058,1,17878.4146
29066,rte,1073741824,2.625,0.9,4.9,60058,1,17878.4146
29067,std,1073741824,2.625,0.9,4.9,70058,1,15326.46984
29068,rte,1073741824,2.625,0.9,4.9,70058,1,15326.46984
29069,std,1073741824,2.625,0.9,4.9,80058,1,13412.04906
29070,rte,1073741824,2.625,0.9,4.9,80058,1,13412.04906
29071,std,1073741824,2.625,0.9,5.7,58,1,18512790.07
29072,rte,1073741824,2.625,0.9,5.7,58,1,18512790.07
29073,std,1073741824,2.625,0.9,5.7,10058,1,106755.0034
29074,rte,1073741824,2.625,0.9,5.7,10058,1,106755.0034
29075,std,1073741824,2.625,0.9,5.7,20058,1,53531.84884
29076,rte,1073741824,2.625,0.9,5.7,20058,1,53531.84884
29077,std,1073741824,2.625,0.9,5.7,30058,1,35722.33096
29078,rte,1073741824,2.625,0.9,5.7,30058,1,35722.33096
29079,std,1073741824,2.625,0.9,5.7,40058,1,26804.67882
29080,rte,1073741824,2.625,0.9,5.7,40058,1,26804.67882
29081,std,1073741824,2.625,0.9,5.7,50058,1,21449.95453
29082,rte,1073741824,2.625,0.9,5.7,50058,1,21449.95453
29083,std,1073741824,2.625,0.9,5.7,60058,1,17878.4146
29084,rte,1073741824,2.625,0.9,5.7,60058,1,17878.4146
29085,std,1073741824,2.625,0.9,5.7,70058,1,15326.46984
29086,rte,1073741824,2.625,0.9,5.7,70058,1,15326.46984
29087,std,1073741824,2.625,0.9,5.7,80058,1,13412.04906
29088,rte,1073741824,2.625,0.9,5.7,80058,1,13412.04906
29089,std,1073741824,2.625,1.7,0.1,58,1,18512790.07
29090,rte,1073741824,2.625,1.7,0.1,58,1,18512790.07
29091,std,1073741824,2.625,1.7,0.1,10058,1,106755.0034
29092,rte,1073741824,2.625,1.7,0.1,10058,1,106755.0034
29093,std,1073741824,2.625,1.7,0.1,20058,1,53531.84884
29094,rte,1073741824,2.625,1.7,0.1,20058,1,53531.84884
29095,std,1073741824,2.625,1.7,0.1,30058,1,35722.33096
29096,rte,1073741824,2.625,1.7,0.1,30058,1,35722.33096
29097,std,1073741824,2.625,1.7,0.1,40058,1,26804.67882
29098,rte,1073741824,2.625,1.7,0.1,40058,1,26804.67882
29099,std,1073741824,2.625,1.7,0.1,50058,1,21449.95453
29100,rte,1073741824,2.625,1.7,0.1,50058,1,21449.95453
29101,std,1073741824,2.625,1.7,0.1,60058,1,17878.4146
29102,rte,1073741824,2.625,1.7,0.1,60058,1,17878.4146
29103,std,1073741824,2.625,1.7,0.1,70058,1,15326.46984
29104,rte,1073741824,2.625,1.7,0.1,70058,1,15326.46984
29105,std,1073741824,2.625,1.7,0.1,80058,1,13412.04906
29106,rte,1073741824,2.625,1.7,0.1,80058,1,13412.04906
29107,std,1073741824,2.625,1.7,0.9,58,1,18512790.07
29108,rte,1073741824,2.625,1.7,0.9,58,1,18512790.07
29109,std,1073741824,2.625,1.7,0.9,10058,1,106755.0034
29110,rte,1073741824,2.625,1.7,0.9,10058,1,106755.0034
29111,std,1073741824,2.625,1.7,0.9,20058,1,53531.84884
29112,rte,1073741824,2.625,1.7,0.9,20058,1,53531.84884
29113,std,1073741824,2.625,1.7,0.9,30058,1,35722.33096
29114,rte,1073741824,2.625,1.7,0.9,30058,1,35722.33096
29115,std,1073741824,2.625,1.7,0.9,40058,1,26804.67882
29116,rte,1073741824,2.625,1.7,0.9,40058,1,26804.67882
29117,std,1073741824,2.625,1.7,0.9,50058,1,21449.95453
29118,rte,1073741824,2.625,1.7,0.9,50058,1,21449.95453
29119,std,1073741824,2.625,1.7,0.9,60058,1,17878.4146
29120,rte,1073741824,2.625,1.7,0.9,60058,1,17878.4146
29121,std,1073741824,2.625,1.7,0.9,70058,1,15326.46984
29122,rte,1073741824,2.625,1.7,0.9,70058,1,15326.46984
29123,std,1073741824,2.625,1.7,0.9,80058,1,13412.04906
29124,rte,1073741824,2.625,1.7,0.9,80058,1,13412.04906
29125,std,1073741824,2.625,1.7,1.7,58,1,18512790.07
29126,rte,1073741824,2.625,1.7,1.7,58,1,18512790.07
29127,std,1073741824,2.625,1.7,1.7,10058,1,106755.0034
29128,rte,1073741824,2.625,1.7,1.7,10058,1,106755.0034
29129,std,1073741824,2.625,1.7,1.7,20058,1,53531.84884
29130,rte,1073741824,2.625,1.7,1.7,20058,1,53531.84884
29131,std,1073741824,2.625,1.7,1.7,30058,1,35722.33096
29132,rte,1073741824,2.625,1.7,1.7,30058,1,35722.33096
29133,std,1073741824,2.625,1.7,1.7,40058,1,26804.67882
29134,rte,1073741824,2.625,1.7,1.7,40058,1,26804.67882
29135,std,1073741824,2.625,1.7,1.7,50058,1,21449.95453
29136,rte,1073741824,2.625,1.7,1.7,50058,1,21449.95453
29137,std,1073741824,2.625,1.7,1.7,60058,1,17878.4146
29138,rte,1073741824,2.625,1.7,1.7,60058,1,17878.4146
29139,std,1073741824,2.625,1.7,1.7,70058,1,15326.46984
29140,rte,1073741824,2.625,1.7,1.7,70058,1,15326.46984
29141,std,1073741824,2.625,1.7,1.7,80058,1,13412.04906
29142,rte,1073741824,2.625,1.7,1.7,80058,1,13412.04906
29143,std,1073741824,2.625,1.7,2.5,58,1,18512790.07
29144,rte,1073741824,2.625,1.7,2.5,58,1,18512790.07
29145,std,1073741824,2.625,1.7,2.5,10058,1,106755.0034
29146,rte,1073741824,2.625,1.7,2.5,10058,1,106755.0034
29147,std,1073741824,2.625,1.7,2.5,20058,1,53531.84884
29148,rte,1073741824,2.625,1.7,2.5,20058,1,53531.84884
29149,std,1073741824,2.625,1.7,2.5,30058,1,35722.33096
29150,rte,1073741824,2.625,1.7,2.5,30058,1,35722.33096
29151,std,1073741824,2.625,1.7,2.5,40058,1,26804.67882
29152,rte,1073741824,2.625,1.7,2.5,40058,1,26804.67882
29153,std,1073741824,2.625,1.7,2.5,50058,1,21449.95453
29154,rte,1073741824,2.625,1.7,2.5,50058,1,21449.95453
29155,std,1073741824,2.625,1.7,2.5,60058,1,17878.4146
29156,rte,1073741824,2.625,1.7,2.5,60058,1,17878.4146
29157,std,1073741824,2.625,1.7,2.5,70058,1,15326.46984
29158,rte,1073741824,2.625,1.7,2.5,70058,1,15326.46984
29159,std,1073741824,2.625,1.7,2.5,80058,1,13412.04906
29160,rte,1073741824,2.625,1.7,2.5,80058,1,13412.04906
29161,std,1073741824,2.625,1.7,3.3,58,1,18512790.07
29162,rte,1073741824,2.625,1.7,3.3,58,1,18512790.07
29163,std,1073741824,2.625,1.7,3.3,10058,1,106755.0034
29164,rte,1073741824,2.625,1.7,3.3,10058,1,106755.0034
29165,std,1073741824,2.625,1.7,3.3,20058,1,53531.84884
29166,rte,1073741824,2.625,1.7,3.3,20058,1,53531.84884
29167,std,1073741824,2.625,1.7,3.3,30058,1,35722.33096
29168,rte,1073741824,2.625,1.7,3.3,30058,1,35722.33096
29169,std,1073741824,2.625,1.7,3.3,40058,1,26804.67882
29170,rte,1073741824,2.625,1.7,3.3,40058,1,26804.67882
29171,std,1073741824,2.625,1.7,3.3,50058,1,21449.95453
29172,rte,1073741824,2.625,1.7,3.3,50058,1,21449.95453
29173,std,1073741824,2.625,1.7,3.3,60058,1,17878.4146
29174,rte,1073741824,2.625,1.7,3.3,60058,1,17878.4146
29175,std,1073741824,2.625,1.7,3.3,70058,1,15326.46984
29176,rte,1073741824,2.625,1.7,3.3,70058,1,15326.46984
29177,std,1073741824,2.625,1.7,3.3,80058,1,13412.04906
29178,rte,1073741824,2.625,1.7,3.3,80058,1,13412.04906
29179,std,1073741824,2.625,1.7,4.1,58,1,18512790.07
29180,rte,1073741824,2.625,1.7,4.1,58,1,18512790.07
29181,std,1073741824,2.625,1.7,4.1,10058,1,106755.0034
29182,rte,1073741824,2.625,1.7,4.1,10058,1,106755.0034
29183,std,1073741824,2.625,1.7,4.1,20058,1,53531.84884
29184,rte,1073741824,2.625,1.7,4.1,20058,1,53531.84884
29185,std,1073741824,2.625,1.7,4.1,30058,1,35722.33096
29186,rte,1073741824,2.625,1.7,4.1,30058,1,35722.33096
29187,std,1073741824,2.625,1.7,4.1,40058,1,26804.67882
29188,rte,1073741824,2.625,1.7,4.1,40058,1,26804.67882
29189,std,1073741824,2.625,1.7,4.1,50058,1,21449.95453
29190,rte,1073741824,2.625,1.7,4.1,50058,1,21449.95453
29191,std,1073741824,2.625,1.7,4.1,60058,1,17878.4146
29192,rte,1073741824,2.625,1.7,4.1,60058,1,17878.4146
29193,std,1073741824,2.625,1.7,4.1,70058,1,15326.46984
29194,rte,1073741824,2.625,1.7,4.1,70058,1,15326.46984
29195,std,1073741824,2.625,1.7,4.1,80058,1,13412.04906
29196,rte,1073741824,2.625,1.7,4.1,80058,1,13412.04906
29197,std,1073741824,2.625,1.7,4.9,58,1,18512790.07
29198,rte,1073741824,2.625,1.7,4.9,58,1,18512790.07
29199,std,1073741824,2.625,1.7,4.9,10058,1,106755.0034
29200,rte,1073741824,2.625,1.7,4.9,10058,1,106755.0034
29201,std,1073741824,2.625,1.7,4.9,20058,1,53531.84884
29202,rte,1073741824,2.625,1.7,4.9,20058,1,53531.84884
29203,std,1073741824,2.625,1.7,4.9,30058,1,35722.33096
29204,rte,1073741824,2.625,1.7,4.9,30058,1,35722.33096
29205,std,1073741824,2.625,1.7,4.9,40058,1,26804.67882
29206,rte,1073741824,2.625,1.7,4.9,40058,1,26804.67882
29207,std,1073741824,2.625,1.7,4.9,50058,1,21449.95453
29208,rte,1073741824,2.625,1.7,4.9,50058,1,21449.95453
29209,std,1073741824,2.625,1.7,4.9,60058,1,17878.4146
29210,rte,1073741824,2.625,1.7,4.9,60058,1,17878.4146
29211,std,1073741824,2.625,1.7,4.9,70058,1,15326.46984
29212,rte,1073741824,2.625,1.7,4.9,70058,1,15326.46984
29213,std,1073741824,2.625,1.7,4.9,80058,1,13412.04906
29214,rte,1073741824,2.625,1.7,4.9,80058,1,13412.04906
29215,std,1073741824,2.625,1.7,5.7,58,1,18512790.07
29216,rte,1073741824,2.625,1.7,5.7,58,1,18512790.07
29217,std,1073741824,2.625,1.7,5.7,10058,1,106755.0034
29218,rte,1073741824,2.625,1.7,5.7,10058,1,106755.0034
29219,std,1073741824,2.625,1.7,5.7,20058,1,53531.84884
29220,rte,1073741824,2.625,1.7,5.7,20058,1,53531.84884
29221,std,1073741824,2.625,1.7,5.7,30058,1,35722.33096
29222,rte,1073741824,2.625,1.7,5.7,30058,1,35722.33096
29223,std,1073741824,2.625,1.7,5.7,40058,1,26804.67882
29224,rte,1073741824,2.625,1.7,5.7,40058,1,26804.67882
29225,std,1073741824,2.625,1.7,5.7,50058,1,21449.95453
29226,rte,1073741824,2.625,1.7,5.7,50058,1,21449.95453
29227,std,1073741824,2.625,1.7,5.7,60058,1,17878.4146
29228,rte,1073741824,2.625,1.7,5.7,60058,1,17878.4146
29229,std,1073741824,2.625,1.7,5.7,70058,1,15326.46984
29230,rte,1073741824,2.625,1.7,5.7,70058,1,15326.46984
29231,std,1073741824,2.625,1.7,5.7,80058,1,13412.04906
29232,rte,1073741824,2.625,1.7,5.7,80058,1,13412.04906
29233,std,1073741824,2.625,2.5,0.1,58,1,18512790.07
29234,rte,1073741824,2.625,2.5,0.1,58,1,18512790.07
29235,std,1073741824,2.625,2.5,0.1,10058,1,106755.0034
29236,rte,1073741824,2.625,2.5,0.1,10058,1,106755.0034
29237,std,1073741824,2.625,2.5,0.1,20058,1,53531.84884
29238,rte,1073741824,2.625,2.5,0.1,20058,1,53531.84884
29239,std,1073741824,2.625,2.5,0.1,30058,1,35722.33096
29240,rte,1073741824,2.625,2.5,0.1,30058,1,35722.33096
29241,std,1073741824,2.625,2.5,0.1,40058,1,26804.67882
29242,rte,1073741824,2.625,2.5,0.1,40058,1,26804.67882
29243,std,1073741824,2.625,2.5,0.1,50058,1,21449.95453
29244,rte,1073741824,2.625,2.5,0.1,50058,1,21449.95453
29245,std,1073741824,2.625,2.5,0.1,60058,1,17878.4146
29246,rte,1073741824,2.625,2.5,0.1,60058,1,17878.4146
29247,std,1073741824,2.625,2.5,0.1,70058,1,15326.46984
29248,rte,1073741824,2.625,2.5,0.1,70058,1,15326.46984
29249,std,1073741824,2.625,2.5,0.1,80058,1,13412.04906
29250,rte,1073741824,2.625,2.5,0.1,80058,1,13412.04906
29251,std,1073741824,2.625,2.5,0.9,58,1,18512790.07
29252,rte,1073741824,2.625,2.5,0.9,58,1,18512790.07
29253,std,1073741824,2.625,2.5,0.9,10058,1,106755.0034
