"","Packet.Size","Initial.Energy.joules.","Transmission.Power.Watts.","Reception.Power.Watts.","Connection.Data.Rate.bits.sec.","Packets.Sent","Time.to.Compromise.seconds."
"6519",32768,5.125,3.3,1.7,10058,1,3.257904156
"6521",32768,5.125,3.3,1.7,20058,1,1.633662379
"6523",32768,5.125,3.3,1.7,30058,1,1.090159026
"6525",32768,5.125,3.3,1.7,40058,2,1.63602776
"6527",32768,5.125,3.3,1.7,50058,2,1.309201326
"6529",32768,5.125,3.3,1.7,60058,2,1.091211829
"6531",32768,5.125,3.3,1.7,70058,3,1.403180222
"6533",32768,5.125,3.3,1.7,80058,3,1.227909765
"6535",32768,5.125,3.3,2.5,58,1,564.9655172
"6537",32768,5.125,3.3,2.5,10058,1,3.257904156
"6539",32768,5.125,3.3,2.5,20058,1,1.633662379
"6541",32768,5.125,3.3,2.5,30058,1,1.090159026
"6543",32768,5.125,3.3,2.5,40058,1,0.81801388
"6545",32768,5.125,3.3,2.5,50058,2,1.309201326
"6547",32768,5.125,3.3,2.5,60058,2,1.091211829
"6549",32768,5.125,3.3,2.5,70058,2,0.935453481
"6551",32768,5.125,3.3,2.5,80058,2,0.81860651
"6553",32768,5.125,3.3,3.3,58,1,564.9655172
"6555",32768,5.125,3.3,3.3,10058,1,3.257904156
"6557",32768,5.125,3.3,3.3,20058,1,1.633662379
"6559",32768,5.125,3.3,3.3,30058,1,1.090159026
"6561",32768,5.125,3.3,3.3,40058,1,0.81801388
"6563",32768,5.125,3.3,3.3,50058,1,0.654600663
"6565",32768,5.125,3.3,3.3,60058,2,1.091211829
"6567",32768,5.125,3.3,3.3,70058,2,0.935453481
"6569",32768,5.125,3.3,3.3,80058,2,0.81860651
"6571",32768,5.125,3.3,4.1,58,1,564.9655172
"6573",32768,5.125,3.3,4.1,10058,1,3.257904156
"6575",32768,5.125,3.3,4.1,20058,1,1.633662379
"6577",32768,5.125,3.3,4.1,30058,1,1.090159026
"6579",32768,5.125,3.3,4.1,40058,1,0.81801388
"6581",32768,5.125,3.3,4.1,50058,1,0.654600663
"6583",32768,5.125,3.3,4.1,60058,1,0.545605914
"6585",32768,5.125,3.3,4.1,70058,1,0.467726741
"6587",32768,5.125,3.3,4.1,80058,2,0.81860651
"6589",32768,5.125,3.3,4.9,58,1,564.9655172
"6591",32768,5.125,3.3,4.9,10058,1,3.257904156
"6593",32768,5.125,3.3,4.9,20058,1,1.633662379
"6595",32768,5.125,3.3,4.9,30058,1,1.090159026
"6597",32768,5.125,3.3,4.9,40058,1,0.81801388
"6599",32768,5.125,3.3,4.9,50058,1,0.654600663
"6601",32768,5.125,3.3,4.9,60058,1,0.545605914
"6603",32768,5.125,3.3,4.9,70058,1,0.467726741
"6605",32768,5.125,3.3,4.9,80058,1,0.409303255
"6607",32768,5.125,3.3,5.7,58,1,564.9655172
"6609",32768,5.125,3.3,5.7,10058,1,3.257904156
"6611",32768,5.125,3.3,5.7,20058,1,1.633662379
"6613",32768,5.125,3.3,5.7,30058,1,1.090159026
"6615",32768,5.125,3.3,5.7,40058,1,0.81801388
"6617",32768,5.125,3.3,5.7,50058,1,0.654600663
"6619",32768,5.125,3.3,5.7,60058,1,0.545605914
"6621",32768,5.125,3.3,5.7,70058,1,0.467726741
"6623",32768,5.125,3.3,5.7,80058,1,0.409303255
"6625",32768,5.125,4.1,0.1,58,1,564.9655172
"6627",32768,5.125,4.1,0.1,10058,4,13.03161662
"6629",32768,5.125,4.1,0.1,20058,7,11.43563665
"6631",32768,5.125,4.1,0.1,30058,10,10.90159026
"6633",32768,5.125,4.1,0.1,40058,13,10.63418044
"6635",32768,5.125,4.1,0.1,50058,16,10.47361061
"6637",32768,5.125,4.1,0.1,60058,19,10.36651237
"6639",32768,5.125,4.1,0.1,70058,22,10.2899883
"6641",32768,5.125,4.1,0.1,80058,26,10.64188463
"6643",32768,5.125,4.1,0.9,58,1,564.9655172
"6645",32768,5.125,4.1,0.9,10058,1,3.257904156
"6647",32768,5.125,4.1,0.9,20058,1,1.633662379
"6649",32768,5.125,4.1,0.9,30058,2,2.180318052
"6651",32768,5.125,4.1,0.9,40058,2,1.63602776
"6653",32768,5.125,4.1,0.9,50058,2,1.309201326
"6655",32768,5.125,4.1,0.9,60058,3,1.636817743
"6657",32768,5.125,4.1,0.9,70058,3,1.403180222
"6659",32768,5.125,4.1,0.9,80058,3,1.227909765
"6661",32768,5.125,4.1,1.7,58,1,564.9655172
"6663",32768,5.125,4.1,1.7,10058,1,3.257904156
"6665",32768,5.125,4.1,1.7,20058,1,1.633662379
"6667",32768,5.125,4.1,1.7,30058,1,1.090159026
"6669",32768,5.125,4.1,1.7,40058,1,0.81801388
"6671",32768,5.125,4.1,1.7,50058,1,0.654600663
"6673",32768,5.125,4.1,1.7,60058,2,1.091211829
"6675",32768,5.125,4.1,1.7,70058,2,0.935453481
"6677",32768,5.125,4.1,1.7,80058,2,0.81860651
"6679",32768,5.125,4.1,2.5,58,1,564.9655172
"6681",32768,5.125,4.1,2.5,10058,1,3.257904156
"6683",32768,5.125,4.1,2.5,20058,1,1.633662379
"6685",32768,5.125,4.1,2.5,30058,1,1.090159026
"6687",32768,5.125,4.1,2.5,40058,1,0.81801388
"6689",32768,5.125,4.1,2.5,50058,1,0.654600663
"6691",32768,5.125,4.1,2.5,60058,1,0.545605914
"6693",32768,5.125,4.1,2.5,70058,1,0.467726741
"6695",32768,5.125,4.1,2.5,80058,2,0.81860651
"6697",32768,5.125,4.1,3.3,58,1,564.9655172
"6699",32768,5.125,4.1,3.3,10058,1,3.257904156
"6701",32768,5.125,4.1,3.3,20058,1,1.633662379
"6703",32768,5.125,4.1,3.3,30058,1,1.090159026
"6705",32768,5.125,4.1,3.3,40058,1,0.81801388
"6707",32768,5.125,4.1,3.3,50058,1,0.654600663
"6709",32768,5.125,4.1,3.3,60058,1,0.545605914
"6711",32768,5.125,4.1,3.3,70058,1,0.467726741
"6713",32768,5.125,4.1,3.3,80058,1,0.409303255
"6715",32768,5.125,4.1,4.1,58,1,564.9655172
"6717",32768,5.125,4.1,4.1,10058,1,3.257904156
"6719",32768,5.125,4.1,4.1,20058,1,1.633662379
"6721",32768,5.125,4.1,4.1,30058,1,1.090159026
"6723",32768,5.125,4.1,4.1,40058,1,0.81801388
"6725",32768,5.125,4.1,4.1,50058,1,0.654600663
"6727",32768,5.125,4.1,4.1,60058,1,0.545605914
"6729",32768,5.125,4.1,4.1,70058,1,0.467726741
"6731",32768,5.125,4.1,4.1,80058,1,0.409303255
"6733",32768,5.125,4.1,4.9,58,1,564.9655172
"6735",32768,5.125,4.1,4.9,10058,1,3.257904156
"6737",32768,5.125,4.1,4.9,20058,1,1.633662379
"6739",32768,5.125,4.1,4.9,30058,1,1.090159026
"6741",32768,5.125,4.1,4.9,40058,1,0.81801388
"6743",32768,5.125,4.1,4.9,50058,1,0.654600663
"6745",32768,5.125,4.1,4.9,60058,1,0.545605914
"6747",32768,5.125,4.1,4.9,70058,1,0.467726741
"6749",32768,5.125,4.1,4.9,80058,1,0.409303255
"6751",32768,5.125,4.1,5.7,58,1,564.9655172
"6753",32768,5.125,4.1,5.7,10058,1,3.257904156
"6755",32768,5.125,4.1,5.7,20058,1,1.633662379
"6757",32768,5.125,4.1,5.7,30058,1,1.090159026
"6759",32768,5.125,4.1,5.7,40058,1,0.81801388
"6761",32768,5.125,4.1,5.7,50058,1,0.654600663
"6763",32768,5.125,4.1,5.7,60058,1,0.545605914
"6765",32768,5.125,4.1,5.7,70058,1,0.467726741
"6767",32768,5.125,4.1,5.7,80058,1,0.409303255
"6769",32768,5.125,4.9,0.1,58,1,564.9655172
"6771",32768,5.125,4.9,0.1,10058,1,3.257904156
"6773",32768,5.125,4.9,0.1,20058,2,3.267324758
"6775",32768,5.125,4.9,0.1,30058,3,3.270477078
"6777",32768,5.125,4.9,0.1,40058,3,2.45404164
"6779",32768,5.125,4.9,0.1,50058,4,2.618402653
"6781",32768,5.125,4.9,0.1,60058,5,2.728029571
"6783",32768,5.125,4.9,0.1,70058,5,2.338633704
"6785",32768,5.125,4.9,0.1,80058,6,2.455819531
"6787",32768,5.125,4.9,0.9,58,1,564.9655172
"6789",32768,5.125,4.9,0.9,10058,1,3.257904156
"6791",32768,5.125,4.9,0.9,20058,1,1.633662379
"6793",32768,5.125,4.9,0.9,30058,1,1.090159026
"6795",32768,5.125,4.9,0.9,40058,1,0.81801388
"6797",32768,5.125,4.9,0.9,50058,1,0.654600663
"6799",32768,5.125,4.9,0.9,60058,1,0.545605914
"6801",32768,5.125,4.9,0.9,70058,1,0.467726741
"6803",32768,5.125,4.9,0.9,80058,1,0.409303255
"6805",32768,5.125,4.9,1.7,58,1,564.9655172
"6807",32768,5.125,4.9,1.7,10058,1,3.257904156
"6809",32768,5.125,4.9,1.7,20058,1,1.633662379
"6811",32768,5.125,4.9,1.7,30058,1,1.090159026
"6813",32768,5.125,4.9,1.7,40058,1,0.81801388
"6815",32768,5.125,4.9,1.7,50058,1,0.654600663
"6817",32768,5.125,4.9,1.7,60058,1,0.545605914
"6819",32768,5.125,4.9,1.7,70058,1,0.467726741
"6821",32768,5.125,4.9,1.7,80058,1,0.409303255
"6823",32768,5.125,4.9,2.5,58,1,564.9655172
"6825",32768,5.125,4.9,2.5,10058,1,3.257904156
"6827",32768,5.125,4.9,2.5,20058,1,1.633662379
"6829",32768,5.125,4.9,2.5,30058,1,1.090159026
"6831",32768,5.125,4.9,2.5,40058,1,0.81801388
"6833",32768,5.125,4.9,2.5,50058,1,0.654600663
"6835",32768,5.125,4.9,2.5,60058,1,0.545605914
"6837",32768,5.125,4.9,2.5,70058,1,0.467726741
"6839",32768,5.125,4.9,2.5,80058,1,0.409303255
"6841",32768,5.125,4.9,3.3,58,1,564.9655172
"6843",32768,5.125,4.9,3.3,10058,1,3.257904156
"6845",32768,5.125,4.9,3.3,20058,1,1.633662379
"6847",32768,5.125,4.9,3.3,30058,1,1.090159026
"6849",32768,5.125,4.9,3.3,40058,1,0.81801388
"6851",32768,5.125,4.9,3.3,50058,1,0.654600663
"6853",32768,5.125,4.9,3.3,60058,1,0.545605914
"6855",32768,5.125,4.9,3.3,70058,1,0.467726741
"6857",32768,5.125,4.9,3.3,80058,1,0.409303255
"6859",32768,5.125,4.9,4.1,58,1,564.9655172
"6861",32768,5.125,4.9,4.1,10058,1,3.257904156
"6863",32768,5.125,4.9,4.1,20058,1,1.633662379
"6865",32768,5.125,4.9,4.1,30058,1,1.090159026
"6867",32768,5.125,4.9,4.1,40058,1,0.81801388
"6869",32768,5.125,4.9,4.1,50058,1,0.654600663
"6871",32768,5.125,4.9,4.1,60058,1,0.545605914
"6873",32768,5.125,4.9,4.1,70058,1,0.467726741
"6875",32768,5.125,4.9,4.1,80058,1,0.409303255
"6877",32768,5.125,4.9,4.9,58,1,564.9655172
"6879",32768,5.125,4.9,4.9,10058,1,3.257904156
"6881",32768,5.125,4.9,4.9,20058,1,1.633662379
"6883",32768,5.125,4.9,4.9,30058,1,1.090159026
"6885",32768,5.125,4.9,4.9,40058,1,0.81801388
"6887",32768,5.125,4.9,4.9,50058,1,0.654600663
"6889",32768,5.125,4.9,4.9,60058,1,0.545605914
"6891",32768,5.125,4.9,4.9,70058,1,0.467726741
"6893",32768,5.125,4.9,4.9,80058,1,0.409303255
"6895",32768,5.125,4.9,5.7,58,1,564.9655172
"6897",32768,5.125,4.9,5.7,10058,1,3.257904156
"6899",32768,5.125,4.9,5.7,20058,1,1.633662379
"6901",32768,5.125,4.9,5.7,30058,1,1.090159026
"6903",32768,5.125,4.9,5.7,40058,1,0.81801388
"6905",32768,5.125,4.9,5.7,50058,1,0.654600663
"6907",32768,5.125,4.9,5.7,60058,1,0.545605914
"6909",32768,5.125,4.9,5.7,70058,1,0.467726741
"6911",32768,5.125,4.9,5.7,80058,1,0.409303255
"6913",32768,7.625,0.1,0.1,58,1,564.9655172
"6915",32768,7.625,0.1,0.1,10058,24,78.18969974
"6917",32768,7.625,0.1,0.1,20058,47,76.78213182
"6919",32768,7.625,0.1,0.1,30058,70,76.31113181
"6921",32768,7.625,0.1,0.1,40058,92,75.25727695
"6923",32768,7.625,0.1,0.1,50058,115,75.27907627
"6925",32768,7.625,0.1,0.1,60058,138,75.29361617
"6927",32768,7.625,0.1,0.1,70058,161,75.30400525
"6929",32768,7.625,0.1,0.1,80058,184,75.31179895
"6931",32768,7.625,0.1,0.9,58,1,564.9655172
"6933",32768,7.625,0.1,0.9,10058,3,9.773712468
"6935",32768,7.625,0.1,0.9,20058,6,9.801974275
"6937",32768,7.625,0.1,0.9,30058,8,8.721272207
"6939",32768,7.625,0.1,0.9,40058,11,8.998152679
"6941",32768,7.625,0.1,0.9,50058,13,8.509808622
"6943",32768,7.625,0.1,0.9,60058,16,8.729694629
"6945",32768,7.625,0.1,0.9,70058,18,8.419081333
"6947",32768,7.625,0.1,0.9,80058,21,8.595368358
"6949",32768,7.625,0.1,1.7,58,1,564.9655172
"6951",32768,7.625,0.1,1.7,10058,2,6.515808312
"6953",32768,7.625,0.1,1.7,20058,3,4.900987137
"6955",32768,7.625,0.1,1.7,30058,5,5.450795129
"6957",32768,7.625,0.1,1.7,40058,6,4.908083279
"6959",32768,7.625,0.1,1.7,50058,7,4.582204643
"6961",32768,7.625,0.1,1.7,60058,9,4.910453229
"6963",32768,7.625,0.1,1.7,70058,10,4.677267407
"6965",32768,7.625,0.1,1.7,80058,11,4.502335807
"6967",32768,7.625,0.1,2.5,58,1,564.9655172
"6969",32768,7.625,0.1,2.5,10058,1,3.257904156
"6971",32768,7.625,0.1,2.5,20058,2,3.267324758
"6973",32768,7.625,0.1,2.5,30058,3,3.270477078
"6975",32768,7.625,0.1,2.5,40058,4,3.27205552
"6977",32768,7.625,0.1,2.5,50058,5,3.273003316
"6979",32768,7.625,0.1,2.5,60058,6,3.273635486
"6981",32768,7.625,0.1,2.5,70058,7,3.274087185
"6983",32768,7.625,0.1,2.5,80058,8,3.274426041
"6985",32768,7.625,0.1,3.3,58,1,564.9655172
"6987",32768,7.625,0.1,3.3,10058,1,3.257904156
"6989",32768,7.625,0.1,3.3,20058,2,3.267324758
"6991",32768,7.625,0.1,3.3,30058,3,3.270477078
"6993",32768,7.625,0.1,3.3,40058,3,2.45404164
"6995",32768,7.625,0.1,3.3,50058,4,2.618402653
"6997",32768,7.625,0.1,3.3,60058,5,2.728029571
"6999",32768,7.625,0.1,3.3,70058,5,2.338633704
"7001",32768,7.625,0.1,3.3,80058,6,2.455819531
"7003",32768,7.625,0.1,4.1,58,1,564.9655172
"7005",32768,7.625,0.1,4.1,10058,1,3.257904156
"7007",32768,7.625,0.1,4.1,20058,2,3.267324758
"7009",32768,7.625,0.1,4.1,30058,2,2.180318052
"7011",32768,7.625,0.1,4.1,40058,3,2.45404164
"7013",32768,7.625,0.1,4.1,50058,3,1.96380199
"7015",32768,7.625,0.1,4.1,60058,4,2.182423657
"7017",32768,7.625,0.1,4.1,70058,4,1.870906963
"7019",32768,7.625,0.1,4.1,80058,5,2.046516276
"7021",32768,7.625,0.1,4.9,58,1,564.9655172
"7023",32768,7.625,0.1,4.9,10058,1,3.257904156
"7025",32768,7.625,0.1,4.9,20058,1,1.633662379
"7027",32768,7.625,0.1,4.9,30058,2,2.180318052
"7029",32768,7.625,0.1,4.9,40058,2,1.63602776
"7031",32768,7.625,0.1,4.9,50058,3,1.96380199
"7033",32768,7.625,0.1,4.9,60058,3,1.636817743
"7035",32768,7.625,0.1,4.9,70058,4,1.870906963
"7037",32768,7.625,0.1,4.9,80058,4,1.637213021
"7039",32768,7.625,0.1,5.7,58,1,564.9655172
"7041",32768,7.625,0.1,5.7,10058,1,3.257904156
"7043",32768,7.625,0.1,5.7,20058,1,1.633662379
"7045",32768,7.625,0.1,5.7,30058,2,2.180318052
"7047",32768,7.625,0.1,5.7,40058,2,1.63602776
"7049",32768,7.625,0.1,5.7,50058,3,1.96380199
"7051",32768,7.625,0.1,5.7,60058,3,1.636817743
"7053",32768,7.625,0.1,5.7,70058,3,1.403180222
"7055",32768,7.625,0.1,5.7,80058,4,1.637213021
"7057",32768,7.625,0.9,0.1,58,1,564.9655172
"7059",32768,7.625,0.9,0.1,10058,21,68.41598727
"7061",32768,7.625,0.9,0.1,20058,42,68.61381992
"7063",32768,7.625,0.9,0.1,30058,62,67.5898596
"7065",32768,7.625,0.9,0.1,40058,83,67.89515203
"7067",32768,7.625,0.9,0.1,50058,103,67.42386831
"7069",32768,7.625,0.9,0.1,60058,124,67.65513337
"7071",32768,7.625,0.9,0.1,70058,144,67.35265066
"7073",32768,7.625,0.9,0.1,80058,165,67.5350371
"7075",32768,7.625,0.9,0.9,58,1,564.9655172
"7077",32768,7.625,0.9,0.9,10058,3,9.773712468
"7079",32768,7.625,0.9,0.9,20058,5,8.168311896
"7081",32768,7.625,0.9,0.9,30058,7,7.631113181
"7083",32768,7.625,0.9,0.9,40058,10,8.180138799
"7085",32768,7.625,0.9,0.9,50058,12,7.855207959
"7087",32768,7.625,0.9,0.9,60058,14,7.6384828
"7089",32768,7.625,0.9,0.9,70058,16,7.483627851
"7091",32768,7.625,0.9,0.9,80058,19,7.776761848
"7093",32768,7.625,0.9,1.7,58,1,564.9655172
"7095",32768,7.625,0.9,1.7,10058,2,6.515808312
"7097",32768,7.625,0.9,1.7,20058,3,4.900987137
"7099",32768,7.625,0.9,1.7,30058,4,4.360636104
"7101",32768,7.625,0.9,1.7,40058,5,4.090069399
"7103",32768,7.625,0.9,1.7,50058,7,4.582204643
"7105",32768,7.625,0.9,1.7,60058,8,4.364847314
"7107",32768,7.625,0.9,1.7,70058,9,4.209540666
"7109",32768,7.625,0.9,1.7,80058,10,4.093032551
"7111",32768,7.625,0.9,2.5,58,1,564.9655172
"7113",32768,7.625,0.9,2.5,10058,1,3.257904156
"7115",32768,7.625,0.9,2.5,20058,2,3.267324758
"7117",32768,7.625,0.9,2.5,30058,3,3.270477078
"7119",32768,7.625,0.9,2.5,40058,4,3.27205552
"7121",32768,7.625,0.9,2.5,50058,5,3.273003316
"7123",32768,7.625,0.9,2.5,60058,5,2.728029571
"7125",32768,7.625,0.9,2.5,70058,6,2.806360444
"7127",32768,7.625,0.9,2.5,80058,7,2.865122786
"7129",32768,7.625,0.9,3.3,58,1,564.9655172
"7131",32768,7.625,0.9,3.3,10058,1,3.257904156
"7133",32768,7.625,0.9,3.3,20058,2,3.267324758
"7135",32768,7.625,0.9,3.3,30058,2,2.180318052
"7137",32768,7.625,0.9,3.3,40058,3,2.45404164
"7139",32768,7.625,0.9,3.3,50058,4,2.618402653
"7141",32768,7.625,0.9,3.3,60058,4,2.182423657
"7143",32768,7.625,0.9,3.3,70058,5,2.338633704
"7145",32768,7.625,0.9,3.3,80058,5,2.046516276
"7147",32768,7.625,0.9,4.1,58,1,564.9655172
"7149",32768,7.625,0.9,4.1,10058,1,3.257904156
"7151",32768,7.625,0.9,4.1,20058,2,3.267324758
"7153",32768,7.625,0.9,4.1,30058,2,2.180318052
"7155",32768,7.625,0.9,4.1,40058,3,2.45404164
"7157",32768,7.625,0.9,4.1,50058,3,1.96380199
"7159",32768,7.625,0.9,4.1,60058,4,2.182423657
"7161",32768,7.625,0.9,4.1,70058,4,1.870906963
"7163",32768,7.625,0.9,4.1,80058,5,2.046516276
"7165",32768,7.625,0.9,4.9,58,1,564.9655172
"7167",32768,7.625,0.9,4.9,10058,1,3.257904156
"7169",32768,7.625,0.9,4.9,20058,1,1.633662379
"7171",32768,7.625,0.9,4.9,30058,2,2.180318052
"7173",32768,7.625,0.9,4.9,40058,2,1.63602776
"7175",32768,7.625,0.9,4.9,50058,3,1.96380199
"7177",32768,7.625,0.9,4.9,60058,3,1.636817743
"7179",32768,7.625,0.9,4.9,70058,3,1.403180222
"7181",32768,7.625,0.9,4.9,80058,4,1.637213021
"7183",32768,7.625,0.9,5.7,58,1,564.9655172
"7185",32768,7.625,0.9,5.7,10058,1,3.257904156
"7187",32768,7.625,0.9,5.7,20058,1,1.633662379
"7189",32768,7.625,0.9,5.7,30058,2,2.180318052
"7191",32768,7.625,0.9,5.7,40058,2,1.63602776
"7193",32768,7.625,0.9,5.7,50058,2,1.309201326
"7195",32768,7.625,0.9,5.7,60058,3,1.636817743
"7197",32768,7.625,0.9,5.7,70058,3,1.403180222
"7199",32768,7.625,0.9,5.7,80058,3,1.227909765
"7201",32768,7.625,1.7,0.1,58,1,564.9655172
"7203",32768,7.625,1.7,0.1,10058,19,61.90017896
"7205",32768,7.625,1.7,0.1,20058,37,60.44550803
"7207",32768,7.625,1.7,0.1,30058,55,59.95874642
"7209",32768,7.625,1.7,0.1,40058,73,59.71501323
"7211",32768,7.625,1.7,0.1,50058,91,59.56866035
"7213",32768,7.625,1.7,0.1,60058,109,59.47104466
"7215",32768,7.625,1.7,0.1,70058,127,59.40129607
"7217",32768,7.625,1.7,0.1,80058,145,59.348972
"7219",32768,7.625,1.7,0.9,58,1,564.9655172
"7221",32768,7.625,1.7,0.9,10058,3,9.773712468
"7223",32768,7.625,1.7,0.9,20058,5,8.168311896
"7225",32768,7.625,1.7,0.9,30058,7,7.631113181
"7227",32768,7.625,1.7,0.9,40058,9,7.362124919
"7229",32768,7.625,1.7,0.9,50058,11,7.200607296
"7231",32768,7.625,1.7,0.9,60058,13,7.092876886
"7233",32768,7.625,1.7,0.9,70058,15,7.015901111
"7235",32768,7.625,1.7,0.9,80058,17,6.958155337
"7237",32768,7.625,1.7,1.7,58,1,564.9655172
"7239",32768,7.625,1.7,1.7,10058,2,6.515808312
"7241",32768,7.625,1.7,1.7,20058,3,4.900987137
"7243",32768,7.625,1.7,1.7,30058,4,4.360636104
"7245",32768,7.625,1.7,1.7,40058,5,4.090069399
"7247",32768,7.625,1.7,1.7,50058,6,3.927603979
"7249",32768,7.625,1.7,1.7,60058,7,3.8192414
"7251",32768,7.625,1.7,1.7,70058,8,3.741813926
"7253",32768,7.625,1.7,1.7,80058,9,3.683729296
"7255",32768,7.625,1.7,2.5,58,1,564.9655172
"7257",32768,7.625,1.7,2.5,10058,1,3.257904156
"7259",32768,7.625,1.7,2.5,20058,2,3.267324758
"7261",32768,7.625,1.7,2.5,30058,3,3.270477078
"7263",32768,7.625,1.7,2.5,40058,3,2.45404164
"7265",32768,7.625,1.7,2.5,50058,4,2.618402653
"7267",32768,7.625,1.7,2.5,60058,5,2.728029571
"7269",32768,7.625,1.7,2.5,70058,6,2.806360444
"7271",32768,7.625,1.7,2.5,80058,6,2.455819531
"7273",32768,7.625,1.7,3.3,58,1,564.9655172
"7275",32768,7.625,1.7,3.3,10058,1,3.257904156
"7277",32768,7.625,1.7,3.3,20058,2,3.267324758
"7279",32768,7.625,1.7,3.3,30058,2,2.180318052
"7281",32768,7.625,1.7,3.3,40058,3,2.45404164
"7283",32768,7.625,1.7,3.3,50058,3,1.96380199
"7285",32768,7.625,1.7,3.3,60058,4,2.182423657
"7287",32768,7.625,1.7,3.3,70058,4,1.870906963
"7289",32768,7.625,1.7,3.3,80058,5,2.046516276
"7291",32768,7.625,1.7,4.1,58,1,564.9655172
"7293",32768,7.625,1.7,4.1,10058,1,3.257904156
"7295",32768,7.625,1.7,4.1,20058,1,1.633662379
"7297",32768,7.625,1.7,4.1,30058,2,2.180318052
"7299",32768,7.625,1.7,4.1,40058,2,1.63602776
"7301",32768,7.625,1.7,4.1,50058,3,1.96380199
"7303",32768,7.625,1.7,4.1,60058,3,1.636817743
"7305",32768,7.625,1.7,4.1,70058,4,1.870906963
"7307",32768,7.625,1.7,4.1,80058,4,1.637213021
"7309",32768,7.625,1.7,4.9,58,1,564.9655172
"7311",32768,7.625,1.7,4.9,10058,1,3.257904156
"7313",32768,7.625,1.7,4.9,20058,1,1.633662379
"7315",32768,7.625,1.7,4.9,30058,2,2.180318052
"7317",32768,7.625,1.7,4.9,40058,2,1.63602776
"7319",32768,7.625,1.7,4.9,50058,2,1.309201326
"7321",32768,7.625,1.7,4.9,60058,3,1.636817743
"7323",32768,7.625,1.7,4.9,70058,3,1.403180222
"7325",32768,7.625,1.7,4.9,80058,3,1.227909765
"7327",32768,7.625,1.7,5.7,58,1,564.9655172
"7329",32768,7.625,1.7,5.7,10058,1,3.257904156
"7331",32768,7.625,1.7,5.7,20058,1,1.633662379
"7333",32768,7.625,1.7,5.7,30058,1,1.090159026
"7335",32768,7.625,1.7,5.7,40058,2,1.63602776
"7337",32768,7.625,1.7,5.7,50058,2,1.309201326
"7339",32768,7.625,1.7,5.7,60058,2,1.091211829
"7341",32768,7.625,1.7,5.7,70058,3,1.403180222
"7343",32768,7.625,1.7,5.7,80058,3,1.227909765
"7345",32768,7.625,2.5,0.1,58,1,564.9655172
"7347",32768,7.625,2.5,0.1,10058,16,52.12646649
"7349",32768,7.625,2.5,0.1,20058,32,52.27719613
"7351",32768,7.625,2.5,0.1,30058,48,52.32763324
"7353",32768,7.625,2.5,0.1,40058,63,51.53487443
"7355",32768,7.625,2.5,0.1,50058,79,51.7134524
"7357",32768,7.625,2.5,0.1,60058,94,51.28695594
"7359",32768,7.625,2.5,0.1,70058,110,51.44994148
"7361",32768,7.625,2.5,0.1,80058,126,51.57221015
"7363",32768,7.625,2.5,0.9,58,1,564.9655172
"7365",32768,7.625,2.5,0.9,10058,2,6.515808312
"7367",32768,7.625,2.5,0.9,20058,4,6.534649516
"7369",32768,7.625,2.5,0.9,30058,6,6.540954155
"7371",32768,7.625,2.5,0.9,40058,7,5.726097159
"7373",32768,7.625,2.5,0.9,50058,9,5.891405969
"7375",32768,7.625,2.5,0.9,60058,11,6.001665057
"7377",32768,7.625,2.5,0.9,70058,13,6.080447629
"7379",32768,7.625,2.5,0.9,80058,14,5.730245572
"7381",32768,7.625,2.5,1.7,58,1,564.9655172
"7383",32768,7.625,2.5,1.7,10058,1,3.257904156
"7385",32768,7.625,2.5,1.7,20058,2,3.267324758
"7387",32768,7.625,2.5,1.7,30058,3,3.270477078
"7389",32768,7.625,2.5,1.7,40058,4,3.27205552
"7391",32768,7.625,2.5,1.7,50058,5,3.273003316
"7393",32768,7.625,2.5,1.7,60058,6,3.273635486
"7395",32768,7.625,2.5,1.7,70058,7,3.274087185
"7397",32768,7.625,2.5,1.7,80058,8,3.274426041
"7399",32768,7.625,2.5,2.5,58,1,564.9655172
"7401",32768,7.625,2.5,2.5,10058,1,3.257904156
"7403",32768,7.625,2.5,2.5,20058,2,3.267324758
"7405",32768,7.625,2.5,2.5,30058,2,2.180318052
"7407",32768,7.625,2.5,2.5,40058,3,2.45404164
"7409",32768,7.625,2.5,2.5,50058,4,2.618402653
"7411",32768,7.625,2.5,2.5,60058,4,2.182423657
"7413",32768,7.625,2.5,2.5,70058,5,2.338633704
"7415",32768,7.625,2.5,2.5,80058,6,2.455819531
"7417",32768,7.625,2.5,3.3,58,1,564.9655172
"7419",32768,7.625,2.5,3.3,10058,1,3.257904156
"7421",32768,7.625,2.5,3.3,20058,1,1.633662379
"7423",32768,7.625,2.5,3.3,30058,2,2.180318052
"7425",32768,7.625,2.5,3.3,40058,2,1.63602776
"7427",32768,7.625,2.5,3.3,50058,3,1.96380199
"7429",32768,7.625,2.5,3.3,60058,3,1.636817743
"7431",32768,7.625,2.5,3.3,70058,4,1.870906963
"7433",32768,7.625,2.5,3.3,80058,4,1.637213021
"7435",32768,7.625,2.5,4.1,58,1,564.9655172
"7437",32768,7.625,2.5,4.1,10058,1,3.257904156
"7439",32768,7.625,2.5,4.1,20058,1,1.633662379
"7441",32768,7.625,2.5,4.1,30058,2,2.180318052
"7443",32768,7.625,2.5,4.1,40058,2,1.63602776
"7445",32768,7.625,2.5,4.1,50058,2,1.309201326
"7447",32768,7.625,2.5,4.1,60058,3,1.636817743
