Attack Type, Packet Size, Initial Energy(joules), Transmission Power(Watts), Reception Power(Watts),Connection Data Rate(bits/sec), Packets Sent, Time to Compromise(seconds)
std,1024,12.625,0.9,1.7,50058,338,6.91421950537
rte,1024,12.625,0.9,1.7,50058,221,4.52083583044
std,1024,12.625,0.9,1.7,60058,405,6.90532485264
rte,1024,12.625,0.9,1.7,60058,265,4.51829897765
std,1024,12.625,0.9,1.7,70058,472,6.89896942533
rte,1024,12.625,0.9,1.7,70058,309,4.51648633989
std,1024,12.625,0.9,1.7,80058,540,6.90699243049
rte,1024,12.625,0.9,1.7,80058,353,4.51512653326
std,1024,12.625,0.9,2.5,58,1,17.6551724138
rte,1024,12.625,0.9,2.5,58,1,17.6551724138
std,1024,12.625,0.9,2.5,10058,47,4.78504672897
rte,1024,12.625,0.9,2.5,10058,34,3.46152316564
std,1024,12.625,0.9,2.5,20058,92,4.69677933991
rte,1024,12.625,0.9,2.5,20058,68,3.47153255559
std,1024,12.625,0.9,2.5,30058,138,4.70131079912
rte,1024,12.625,0.9,2.5,30058,102,3.474881895
std,1024,12.625,0.9,2.5,40058,184,4.70357980928
rte,1024,12.625,0.9,2.5,40058,135,3.45099605572
std,1024,12.625,0.9,2.5,50058,230,4.70494226697
rte,1024,12.625,0.9,2.5,50058,169,3.45710975269
std,1024,12.625,0.9,2.5,60058,276,4.70585101069
rte,1024,12.625,0.9,2.5,60058,203,3.46118751873
std,1024,12.625,0.9,2.5,70058,321,4.69188386765
rte,1024,12.625,0.9,2.5,70058,236,3.44948471267
std,1024,12.625,0.9,2.5,80058,367,4.69419670739
rte,1024,12.625,0.9,2.5,80058,270,3.45349621524
std,1024,12.625,0.9,3.3,58,1,17.6551724138
rte,1024,12.625,0.9,3.3,58,1,17.6551724138
std,1024,12.625,0.9,3.3,10058,35,3.56333267051
rte,1024,12.625,0.9,3.3,10058,28,2.85066613641
std,1024,12.625,0.9,3.3,20058,70,3.57363645428
rte,1024,12.625,0.9,3.3,20058,55,2.80785721408
std,1024,12.625,0.9,3.3,30058,105,3.57708430368
rte,1024,12.625,0.9,3.3,30058,82,2.79353250383
std,1024,12.625,0.9,3.3,40058,139,3.5532477907
rte,1024,12.625,0.9,3.3,40058,110,2.81192271207
std,1024,12.625,0.9,3.3,50058,174,3.55939110632
rte,1024,12.625,0.9,3.3,50058,137,2.80250908946
std,1024,12.625,0.9,3.3,60058,209,3.56348862766
rte,1024,12.625,0.9,3.3,60058,164,2.7962303107
std,1024,12.625,0.9,3.3,70058,244,3.56641639784
rte,1024,12.625,0.9,3.3,70058,191,2.79174398356
std,1024,12.625,0.9,3.3,80058,278,3.55582202903
rte,1024,12.625,0.9,3.3,80058,219,2.80116915236
std,1024,12.625,0.9,4.1,58,1,17.6551724138
rte,1024,12.625,0.9,4.1,58,1,17.6551724138
std,1024,12.625,0.9,4.1,10058,29,2.95247564128
rte,1024,12.625,0.9,4.1,10058,24,2.44342811692
std,1024,12.625,0.9,4.1,20058,57,2.90996111277
rte,1024,12.625,0.9,4.1,20058,46,2.34838966996
std,1024,12.625,0.9,4.1,30058,84,2.86166744294
rte,1024,12.625,0.9,4.1,30058,69,2.35065539956
std,1024,12.625,0.9,4.1,40058,112,2.86304857956
rte,1024,12.625,0.9,4.1,40058,92,2.35178990464
std,1024,12.625,0.9,4.1,50058,140,2.86387790163
rte,1024,12.625,0.9,4.1,50058,115,2.35247113349
std,1024,12.625,0.9,4.1,60058,168,2.86443104999
rte,1024,12.625,0.9,4.1,60058,138,2.35292550534
std,1024,12.625,0.9,4.1,70058,196,2.86482628679
rte,1024,12.625,0.9,4.1,70058,161,2.35325016415
std,1024,12.625,0.9,4.1,80058,224,2.86512278598
rte,1024,12.625,0.9,4.1,80058,184,2.35349371706
std,1024,12.625,0.9,4.9,58,1,17.6551724138
rte,1024,12.625,0.9,4.9,58,1,17.6551724138
std,1024,12.625,0.9,4.9,10058,24,2.44342811692
rte,1024,12.625,0.9,4.9,10058,20,2.03619009743
std,1024,12.625,0.9,4.9,20058,47,2.3994416193
rte,1024,12.625,0.9,4.9,20058,40,2.04207797388
std,1024,12.625,0.9,4.9,30058,71,2.41879033868
rte,1024,12.625,0.9,4.9,30058,60,2.04404817353
std,1024,12.625,0.9,4.9,40058,94,2.40291577213
rte,1024,12.625,0.9,4.9,40058,80,2.04503469969
std,1024,12.625,0.9,4.9,50058,117,2.39338367494
rte,1024,12.625,0.9,4.9,50058,99,2.02517080187
std,1024,12.625,0.9,4.9,60058,141,2.40407605981
rte,1024,12.625,0.9,4.9,60058,119,2.02897199374
std,1024,12.625,0.9,4.9,70058,164,2.39709954609
rte,1024,12.625,0.9,4.9,70058,139,2.03168802992
std,1024,12.625,0.9,4.9,80058,188,2.40465662395
rte,1024,12.625,0.9,4.9,80058,159,2.03372554898
std,1024,12.625,0.9,5.7,58,1,17.6551724138
rte,1024,12.625,0.9,5.7,58,1,17.6551724138
std,1024,12.625,0.9,5.7,10058,21,2.13799960231
rte,1024,12.625,0.9,5.7,10058,18,1.83257108769
std,1024,12.625,0.9,5.7,20058,41,2.09312992322
rte,1024,12.625,0.9,5.7,20058,35,1.78681822714
std,1024,12.625,0.9,5.7,30058,61,2.07811564309
rte,1024,12.625,0.9,5.7,30058,53,1.80557588662
std,1024,12.625,0.9,5.7,40058,81,2.07059763343
rte,1024,12.625,0.9,5.7,40058,70,1.78940536222
std,1024,12.625,0.9,5.7,50058,101,2.06608334332
rte,1024,12.625,0.9,5.7,50058,87,1.77969555316
std,1024,12.625,0.9,5.7,60058,121,2.06307236338
rte,1024,12.625,0.9,5.7,60058,105,1.79026940624
std,1024,12.625,0.9,5.7,70058,141,2.06092095121
rte,1024,12.625,0.9,5.7,70058,122,1.78320819892
std,1024,12.625,0.9,5.7,80058,161,2.05930700242
rte,1024,12.625,0.9,5.7,80058,139,1.77791101451
std,1024,12.625,1.7,0.1,58,7,123.586206897
rte,1024,12.625,1.7,0.1,58,1,17.6551724138
std,1024,12.625,1.7,0.1,10058,1074,109.343408232
rte,1024,12.625,1.7,0.1,10058,60,6.1085702923
std,1024,12.625,1.7,0.1,20058,2140,109.251171602
rte,1024,12.625,1.7,0.1,20058,119,6.07518197228
std,1024,12.625,1.7,0.1,30058,3207,109.254374875
rte,1024,12.625,1.7,0.1,30058,179,6.09807705103
std,1024,12.625,1.7,0.1,40058,4274,109.255978831
rte,1024,12.625,1.7,0.1,40058,238,6.08397823156
std,1024,12.625,1.7,0.1,50058,5341,109.256941947
rte,1024,12.625,1.7,0.1,50058,297,6.07551240561
std,1024,12.625,1.7,0.1,60058,6408,109.257584335
rte,1024,12.625,1.7,0.1,60058,356,6.0698657964
std,1024,12.625,1.7,0.1,70058,7475,109.258043336
rte,1024,12.625,1.7,0.1,70058,416,6.08044762911
std,1024,12.625,1.7,0.1,80058,8542,109.258387669
rte,1024,12.625,1.7,0.1,80058,475,6.07559519348
std,1024,12.625,1.7,0.9,58,1,17.6551724138
rte,1024,12.625,1.7,0.9,58,1,17.6551724138
std,1024,12.625,1.7,0.9,10058,120,12.2171405846
rte,1024,12.625,1.7,0.9,10058,42,4.27599920461
std,1024,12.625,1.7,0.9,20058,238,12.1503639446
rte,1024,12.625,1.7,0.9,20058,83,4.23731179579
std,1024,12.625,1.7,0.9,30058,357,12.1620866325
rte,1024,12.625,1.7,0.9,30058,124,4.2243662253
std,1024,12.625,1.7,0.9,40058,475,12.1423935294
rte,1024,12.625,1.7,0.9,40058,165,4.2178840681
std,1024,12.625,1.7,0.9,50058,594,12.1510248112
rte,1024,12.625,1.7,0.9,50058,206,4.21399176955
std,1024,12.625,1.7,0.9,60058,712,12.1397315928
rte,1024,12.625,1.7,0.9,60058,247,4.21139565087
std,1024,12.625,1.7,0.9,70058,831,12.1462787976
rte,1024,12.625,1.7,0.9,70058,288,4.20954066631
std,1024,12.625,1.7,0.9,80058,950,12.151190387
rte,1024,12.625,1.7,0.9,80058,329,4.20814909191
std,1024,12.625,1.7,1.7,58,1,17.6551724138
rte,1024,12.625,1.7,1.7,58,1,17.6551724138
std,1024,12.625,1.7,1.7,10058,64,6.51580831179
rte,1024,12.625,1.7,1.7,10058,32,3.2579041559
std,1024,12.625,1.7,1.7,20058,126,6.43254561771
rte,1024,12.625,1.7,1.7,20058,63,3.21627280885
std,1024,12.625,1.7,1.7,30058,189,6.43875174662
rte,1024,12.625,1.7,1.7,30058,95,3.23640960809
std,1024,12.625,1.7,1.7,40058,252,6.44185930401
rte,1024,12.625,1.7,1.7,40058,126,3.220929652
std,1024,12.625,1.7,1.7,50058,315,6.44372527868
rte,1024,12.625,1.7,1.7,50058,158,3.2320907747
std,1024,12.625,1.7,1.7,60058,377,6.42791967764
rte,1024,12.625,1.7,1.7,60058,189,3.22248493123
std,1024,12.625,1.7,1.7,70058,440,6.43124268463
rte,1024,12.625,1.7,1.7,70058,220,3.21562134232
std,1024,12.625,1.7,1.7,80058,503,6.43373554173
rte,1024,12.625,1.7,1.7,80058,252,3.22326313423
std,1024,12.625,1.7,2.5,58,1,17.6551724138
rte,1024,12.625,1.7,2.5,58,1,17.6551724138
std,1024,12.625,1.7,2.5,10058,43,4.37780870948
rte,1024,12.625,1.7,2.5,10058,26,2.64704712667
std,1024,12.625,1.7,2.5,20058,86,4.39046764383
rte,1024,12.625,1.7,2.5,20058,51,2.60364941669
std,1024,12.625,1.7,2.5,30058,129,4.39470357309
rte,1024,12.625,1.7,2.5,30058,77,2.62319515603
std,1024,12.625,1.7,2.5,40058,171,4.37126167058
rte,1024,12.625,1.7,2.5,40058,102,2.6074192421
std,1024,12.625,1.7,2.5,50058,214,4.37764193535
rte,1024,12.625,1.7,2.5,50058,128,2.61840265292
std,1024,12.625,1.7,2.5,60058,257,4.38189749908
rte,1024,12.625,1.7,2.5,60058,153,2.60867827766
std,1024,12.625,1.7,2.5,70058,299,4.37032173342
rte,1024,12.625,1.7,2.5,70058,178,2.60172999515
std,1024,12.625,1.7,2.5,80058,342,4.37442853931
rte,1024,12.625,1.7,2.5,80058,204,2.60930825152
std,1024,12.625,1.7,3.3,58,1,17.6551724138
rte,1024,12.625,1.7,3.3,58,1,17.6551724138
std,1024,12.625,1.7,3.3,10058,33,3.35971366077
rte,1024,12.625,1.7,3.3,10058,22,2.23980910718
std,1024,12.625,1.7,3.3,20058,65,3.31837670755
rte,1024,12.625,1.7,3.3,20058,43,2.19523382192
std,1024,12.625,1.7,3.3,30058,98,3.33861201677
rte,1024,12.625,1.7,3.3,30058,65,2.21438552133
std,1024,12.625,1.7,3.3,40058,130,3.32318138699
rte,1024,12.625,1.7,3.3,40058,86,2.19841230216
std,1024,12.625,1.7,3.3,50058,162,3.31391585761
rte,1024,12.625,1.7,3.3,50058,107,2.18882096768
std,1024,12.625,1.7,3.3,60058,195,3.32478604016
rte,1024,12.625,1.7,3.3,60058,129,2.19947384195
std,1024,12.625,1.7,3.3,70058,227,3.31793656684
rte,1024,12.625,1.7,3.3,70058,150,2.19246909703
std,1024,12.625,1.7,3.3,80058,259,3.31279822129
rte,1024,12.625,1.7,3.3,80058,171,2.18721426965
std,1024,12.625,1.7,4.1,58,1,17.6551724138
rte,1024,12.625,1.7,4.1,58,1,17.6551724138
std,1024,12.625,1.7,4.1,10058,27,2.74885663154
rte,1024,12.625,1.7,4.1,10058,19,1.93438059256
std,1024,12.625,1.7,4.1,20058,53,2.70575331539
rte,1024,12.625,1.7,4.1,20058,37,1.88892212584
std,1024,12.625,1.7,4.1,30058,79,2.69133009515
rte,1024,12.625,1.7,4.1,30058,56,1.9077782953
std,1024,12.625,1.7,4.1,40058,105,2.68410804334
rte,1024,12.625,1.7,4.1,40058,74,1.89165709721
std,1024,12.625,1.7,4.1,50058,131,2.6797714651
rte,1024,12.625,1.7,4.1,50058,93,1.90243317751
std,1024,12.625,1.7,4.1,60058,157,2.67687901695
rte,1024,12.625,1.7,4.1,60058,111,1.89257051517
std,1024,12.625,1.7,4.1,70058,183,2.67481229838
rte,1024,12.625,1.7,4.1,70058,129,1.88552342345
std,1024,12.625,1.7,4.1,80058,209,2.67326188513
rte,1024,12.625,1.7,4.1,80058,148,1.89302755502
std,1024,12.625,1.7,4.9,58,1,17.6551724138
rte,1024,12.625,1.7,4.9,58,1,17.6551724138
std,1024,12.625,1.7,4.9,10058,22,2.23980910718
rte,1024,12.625,1.7,4.9,10058,17,1.73076158282
std,1024,12.625,1.7,4.9,20058,44,2.24628577126
rte,1024,12.625,1.7,4.9,20058,33,1.68471432845
std,1024,12.625,1.7,4.9,30058,66,2.24845299088
rte,1024,12.625,1.7,4.9,30058,49,1.66930600838
std,1024,12.625,1.7,4.9,40058,88,2.24953816965
rte,1024,12.625,1.7,4.9,40058,65,1.66159069349
std,1024,12.625,1.7,4.9,50058,109,2.22973350913
rte,1024,12.625,1.7,4.9,50058,81,1.6569579288
std,1024,12.625,1.7,4.9,60058,131,2.2335742116
rte,1024,12.625,1.7,4.9,60058,98,1.67091811249
std,1024,12.625,1.7,4.9,70058,153,2.23631847897
rte,1024,12.625,1.7,4.9,70058,114,1.66627651375
std,1024,12.625,1.7,4.9,80058,175,2.23837717655
rte,1024,12.625,1.7,4.9,80058,130,1.66279447401
std,1024,12.625,1.7,5.7,58,1,17.6551724138
rte,1024,12.625,1.7,5.7,58,1,17.6551724138
std,1024,12.625,1.7,5.7,10058,19,1.93438059256
rte,1024,12.625,1.7,5.7,10058,15,1.52714257308
std,1024,12.625,1.7,5.7,20058,38,1.93997407518
rte,1024,12.625,1.7,5.7,20058,29,1.48050653106
std,1024,12.625,1.7,5.7,30058,57,1.94184576485
rte,1024,12.625,1.7,5.7,30058,44,1.49896866059
std,1024,12.625,1.7,5.7,40058,75,1.91722003096
rte,1024,12.625,1.7,5.7,40058,58,1.48265015727
std,1024,12.625,1.7,5.7,50058,94,1.92288944824
rte,1024,12.625,1.7,5.7,50058,73,1.49330776299
std,1024,12.625,1.7,5.7,60058,113,1.92667088481
rte,1024,12.625,1.7,5.7,60058,87,1.48336607946
std,1024,12.625,1.7,5.7,70058,132,1.92937280539
rte,1024,12.625,1.7,5.7,70058,102,1.49087898598
std,1024,12.625,1.7,5.7,80058,150,1.91860900847
rte,1024,12.625,1.7,5.7,80058,116,1.48372429988
std,1024,12.625,2.5,0.1,58,6,105.931034483
rte,1024,12.625,2.5,0.1,58,1,17.6551724138
std,1024,12.625,2.5,0.1,10058,995,101.300457347
rte,1024,12.625,2.5,0.1,10058,39,3.97057069
std,1024,12.625,2.5,0.1,20058,1984,101.287067504
rte,1024,12.625,2.5,0.1,20058,77,3.93100009971
std,1024,12.625,2.5,0.1,30058,2973,101.282586998
rte,1024,12.625,2.5,0.1,30058,115,3.91775899927
std,1024,12.625,2.5,0.1,40058,3961,101.254780568
rte,1024,12.625,2.5,0.1,40058,153,3.91112886315
std,1024,12.625,2.5,0.1,50058,4950,101.258540093
rte,1024,12.625,2.5,0.1,50058,191,3.90714770866
std,1024,12.625,2.5,0.1,60058,5939,101.261047654
rte,1024,12.625,2.5,0.1,60058,229,3.90449232409
std,1024,12.625,2.5,0.1,70058,6928,101.262839362
rte,1024,12.625,2.5,0.1,70058,267,3.90259499272
std,1024,12.625,2.5,0.1,80058,7916,101.25139274
rte,1024,12.625,2.5,0.1,80058,305,3.90117165055
std,1024,12.625,2.5,0.9,58,1,17.6551724138
rte,1024,12.625,2.5,0.9,58,1,17.6551724138
std,1024,12.625,2.5,0.9,10058,111,11.3008550408
rte,1024,12.625,2.5,0.9,10058,30,3.05428514615
std,1024,12.625,2.5,0.9,20058,221,11.2824808057
rte,1024,12.625,2.5,0.9,20058,59,3.01206501147
std,1024,12.625,2.5,0.9,30058,331,11.276332424
rte,1024,12.625,2.5,0.9,30058,88,2.99793732118
std,1024,12.625,2.5,0.9,40058,441,11.273253782
rte,1024,12.625,2.5,0.9,40058,117,2.99086324829
std,1024,12.625,2.5,0.9,50058,550,11.2509488993
rte,1024,12.625,2.5,0.9,50058,146,2.98661552599
std,1024,12.625,2.5,0.9,60058,660,11.2531219821
rte,1024,12.625,2.5,0.9,60058,175,2.98378234373
std,1024,12.625,2.5,0.9,70058,770,11.2546746981
rte,1024,12.625,2.5,0.9,70058,204,2.98175797197
std,1024,12.625,2.5,0.9,80058,880,11.2558395164
rte,1024,12.625,2.5,0.9,80058,233,2.98023932649
std,1024,12.625,2.5,1.7,58,1,17.6551724138
rte,1024,12.625,2.5,1.7,58,1,17.6551724138
std,1024,12.625,2.5,1.7,10058,59,6.00676078743
rte,1024,12.625,2.5,1.7,10058,24,2.44342811692
std,1024,12.625,2.5,1.7,20058,117,5.97307807359
rte,1024,12.625,2.5,1.7,20058,48,2.45049356865
std,1024,12.625,2.5,1.7,30058,175,5.9618071728
rte,1024,12.625,2.5,1.7,30058,71,2.41879033868
std,1024,12.625,2.5,1.7,40058,233,5.95616356283
rte,1024,12.625,2.5,1.7,40058,95,2.42847870588
std,1024,12.625,2.5,1.7,50058,292,5.97323105198
rte,1024,12.625,2.5,1.7,50058,118,2.41383994566
std,1024,12.625,2.5,1.7,60058,350,5.96756468747
rte,1024,12.625,2.5,1.7,60058,142,2.42112624463
std,1024,12.625,2.5,1.7,70058,408,5.96351594393
rte,1024,12.625,2.5,1.7,70058,165,2.41171600674
std,1024,12.625,2.5,1.7,80058,466,5.96047865298
rte,1024,12.625,2.5,1.7,80058,189,2.41744735067
std,1024,12.625,2.5,2.5,58,1,17.6551724138
rte,1024,12.625,2.5,2.5,58,1,17.6551724138
std,1024,12.625,2.5,2.5,10058,40,4.07238019487
rte,1024,12.625,2.5,2.5,10058,20,2.03619009743
std,1024,12.625,2.5,2.5,20058,80,4.08415594775
rte,1024,12.625,2.5,2.5,20058,40,2.04207797388
std,1024,12.625,2.5,2.5,30058,119,4.0540288775
rte,1024,12.625,2.5,2.5,30058,60,2.04404817353
std,1024,12.625,2.5,2.5,40058,159,4.06450646562
rte,1024,12.625,2.5,2.5,40058,80,2.04503469969
std,1024,12.625,2.5,2.5,50058,198,4.05034160374
rte,1024,12.625,2.5,2.5,50058,99,2.02517080187
std,1024,12.625,2.5,2.5,60058,238,4.05794398748
rte,1024,12.625,2.5,2.5,60058,119,2.02897199374
std,1024,12.625,2.5,2.5,70058,278,4.06337605984
rte,1024,12.625,2.5,2.5,70058,139,2.03168802992
std,1024,12.625,2.5,2.5,80058,317,4.05466037123
rte,1024,12.625,2.5,2.5,80058,159,2.03372554898
std,1024,12.625,2.5,3.3,58,1,17.6551724138
rte,1024,12.625,2.5,3.3,58,1,17.6551724138
std,1024,12.625,2.5,3.3,10058,31,3.15609465102
rte,1024,12.625,2.5,3.3,10058,18,1.83257108769
std,1024,12.625,2.5,3.3,20058,61,3.11416891016
rte,1024,12.625,2.5,3.3,20058,35,1.78681822714
std,1024,12.625,2.5,3.3,30058,91,3.10013972986
rte,1024,12.625,2.5,3.3,30058,52,1.77150841706
std,1024,12.625,2.5,3.3,40058,121,3.09311498327
rte,1024,12.625,2.5,3.3,40058,69,1.76384242848
std,1024,12.625,2.5,3.3,50058,150,3.06844060889
rte,1024,12.625,2.5,3.3,50058,86,1.75923928243
std,1024,12.625,2.5,3.3,60058,180,3.06903326784
rte,1024,12.625,2.5,3.3,60058,103,1.7561690366
std,1024,12.625,2.5,3.3,70058,210,3.06945673585
rte,1024,12.625,2.5,3.3,70058,120,1.75397527763
std,1024,12.625,2.5,3.3,80058,240,3.06977441355
rte,1024,12.625,2.5,3.3,80058,137,1.75232956107
std,1024,12.625,2.5,4.1,58,1,17.6551724138
rte,1024,12.625,2.5,4.1,58,1,17.6551724138
std,1024,12.625,2.5,4.1,10058,25,2.54523762179
rte,1024,12.625,2.5,4.1,10058,16,1.62895207795
std,1024,12.625,2.5,4.1,20058,49,2.501545518
rte,1024,12.625,2.5,4.1,20058,31,1.58261042975
std,1024,12.625,2.5,4.1,30058,73,2.4869252778
rte,1024,12.625,2.5,4.1,30058,46,1.56710359971
std,1024,12.625,2.5,4.1,40058,97,2.47960457337
rte,1024,12.625,2.5,4.1,40058,61,1.55933895851
std,1024,12.625,2.5,4.1,50058,121,2.47520875784
rte,1024,12.625,2.5,4.1,50058,75,1.53422030445
std,1024,12.625,2.5,4.1,60058,145,2.47227679909
rte,1024,12.625,2.5,4.1,60058,90,1.53451663392
std,1024,12.625,2.5,4.1,70058,169,2.47018184932
rte,1024,12.625,2.5,4.1,70058,105,1.53472836792
std,1024,12.625,2.5,4.1,80058,194,2.48140098429
rte,1024,12.625,2.5,4.1,80058,120,1.53488720678
std,1024,12.625,2.5,4.9,58,1,17.6551724138
rte,1024,12.625,2.5,4.9,58,1,17.6551724138
std,1024,12.625,2.5,4.9,10058,21,2.13799960231
rte,1024,12.625,2.5,4.9,10058,14,1.4253330682
std,1024,12.625,2.5,4.9,20058,41,2.09312992322
rte,1024,12.625,2.5,4.9,20058,27,1.37840263237
std,1024,12.625,2.5,4.9,30058,61,2.07811564309
rte,1024,12.625,2.5,4.9,30058,41,1.39676625191
std,1024,12.625,2.5,4.9,40058,81,2.07059763343
rte,1024,12.625,2.5,4.9,40058,54,1.38039842229
std,1024,12.625,2.5,4.9,50058,102,2.08653961405
rte,1024,12.625,2.5,4.9,50058,67,1.37057013864
std,1024,12.625,2.5,4.9,60058,122,2.0801225482
rte,1024,12.625,2.5,4.9,60058,81,1.38106497053
std,1024,12.625,2.5,4.9,70058,142,2.07553741186
rte,1024,12.625,2.5,4.9,70058,94,1.37394730081
std,1024,12.625,2.5,4.9,80058,162,2.07209772915
rte,1024,12.625,2.5,4.9,80058,107,1.36860775937
std,1024,12.625,2.5,5.7,58,1,17.6551724138
rte,1024,12.625,2.5,5.7,58,1,17.6551724138
std,1024,12.625,2.5,5.7,10058,18,1.83257108769
rte,1024,12.625,2.5,5.7,10058,13,1.32352356333
std,1024,12.625,2.5,5.7,20058,35,1.78681822714
rte,1024,12.625,2.5,5.7,20058,25,1.27629873367
std,1024,12.625,2.5,5.7,30058,53,1.80557588662
rte,1024,12.625,2.5,5.7,30058,37,1.26049637368
std,1024,12.625,2.5,5.7,40058,70,1.78940536222
rte,1024,12.625,2.5,5.7,40058,49,1.25258375356
std,1024,12.625,2.5,5.7,50058,87,1.77969555316
rte,1024,12.625,2.5,5.7,50058,61,1.24783251428
std,1024,12.625,2.5,5.7,60058,105,1.79026940624
rte,1024,12.625,2.5,5.7,60058,73,1.24466349196
std,1024,12.625,2.5,5.7,70058,122,1.78320819892
rte,1024,12.625,2.5,5.7,70058,85,1.24239915499
std,1024,12.625,2.5,5.7,80058,139,1.77791101451
rte,1024,12.625,2.5,5.7,80058,97,1.24070049214
std,1024,12.625,3.3,0.1,58,6,105.931034483
rte,1024,12.625,3.3,0.1,58,1,17.6551724138
std,1024,12.625,3.3,0.1,10058,916,93.2575064625
rte,1024,12.625,3.3,0.1,10058,27,2.74885663154
std,1024,12.625,3.3,0.1,20058,1827,93.2719114568
rte,1024,12.625,3.3,0.1,20058,54,2.75680526473
std,1024,12.625,3.3,0.1,30058,2738,93.2767316521
rte,1024,12.625,3.3,0.1,30058,81,2.75946503427
std,1024,12.625,3.3,0.1,40058,3648,93.2535823057
rte,1024,12.625,3.3,0.1,40058,108,2.76079684458
std,1024,12.625,3.3,0.1,50058,4559,93.2601382396
rte,1024,12.625,3.3,0.1,50058,135,2.761596548
std,1024,12.625,3.3,0.1,60058,5470,93.2645109727
rte,1024,12.625,3.3,0.1,60058,161,2.74507975624
std,1024,12.625,3.3,0.1,70058,6380,93.2530189272
rte,1024,12.625,3.3,0.1,70058,188,2.74789460162
std,1024,12.625,3.3,0.1,80058,7291,93.2571885383
rte,1024,12.625,3.3,0.1,80058,215,2.75000624547
std,1024,12.625,3.3,0.9,58,1,17.6551724138
rte,1024,12.625,3.3,0.9,58,1,17.6551724138
std,1024,12.625,3.3,0.9,10058,102,10.3845694969
rte,1024,12.625,3.3,0.9,10058,22,2.23980910718
std,1024,12.625,3.3,0.9,20058,203,10.3635457174
rte,1024,12.625,3.3,0.9,20058,44,2.24628577126
std,1024,12.625,3.3,0.9,30058,305,10.3905782155
rte,1024,12.625,3.3,0.9,30058,66,2.24845299088
std,1024,12.625,3.3,0.9,40058,406,10.3785511009
rte,1024,12.625,3.3,0.9,40058,87,2.22397523591
std,1024,12.625,3.3,0.9,50058,507,10.3713292581
rte,1024,12.625,3.3,0.9,50058,109,2.22973350913
std,1024,12.625,3.3,0.9,60058,608,10.3665123714
rte,1024,12.625,3.3,0.9,60058,131,2.2335742116
std,1024,12.625,3.3,0.9,70058,709,10.3630705986
rte,1024,12.625,3.3,0.9,70058,152,2.22170201833
std,1024,12.625,3.3,0.9,80058,811,10.3732793725
rte,1024,12.625,3.3,0.9,80058,174,2.22558644982
std,1024,12.625,3.3,1.7,58,1,17.6551724138
rte,1024,12.625,3.3,1.7,58,1,17.6551724138
std,1024,12.625,3.3,1.7,10058,54,5.49771326307
rte,1024,12.625,3.3,1.7,10058,19,1.93438059256
std,1024,12.625,3.3,1.7,20058,108,5.51361052946
rte,1024,12.625,3.3,1.7,20058,37,1.88892212584
std,1024,12.625,3.3,1.7,30058,162,5.51893006853
rte,1024,12.625,3.3,1.7,30058,55,1.87371082574
std,1024,12.625,3.3,1.7,40058,215,5.4960307554
rte,1024,12.625,3.3,1.7,40058,73,1.86609416346
std,1024,12.625,3.3,1.7,50058,269,5.50273682528
rte,1024,12.625,3.3,1.7,50058,92,1.88197690679
std,1024,12.625,3.3,1.7,60058,322,5.49015951247
rte,1024,12.625,3.3,1.7,60058,110,1.87552033035
std,1024,12.625,3.3,1.7,70058,376,5.49578920323
rte,1024,12.625,3.3,1.7,70058,128,1.8709069628
std,1024,12.625,3.3,1.7,80058,429,5.48722176422
rte,1024,12.625,3.3,1.7,80058,146,1.86744610158
std,1024,12.625,3.3,2.5,58,1,17.6551724138
rte,1024,12.625,3.3,2.5,58,1,17.6551724138
std,1024,12.625,3.3,2.5,10058,37,3.76695168025
rte,1024,12.625,3.3,2.5,10058,16,1.62895207795
std,1024,12.625,3.3,2.5,20058,74,3.77784425167
rte,1024,12.625,3.3,2.5,20058,32,1.6336623791
std,1024,12.625,3.3,2.5,30058,110,3.74742165147
rte,1024,12.625,3.3,2.5,30058,48,1.63523853882
std,1024,12.625,3.3,2.5,40058,146,3.73218832693
rte,1024,12.625,3.3,2.5,40058,63,1.610464826
std,1024,12.625,3.3,2.5,50058,183,3.74349754285
rte,1024,12.625,3.3,2.5,50058,79,1.61604538735
std,1024,12.625,3.3,2.5,60058,219,3.73399047587
rte,1024,12.625,3.3,2.5,60058,95,1.61976755803
std,1024,12.625,3.3,2.5,70058,256,3.7418139256
rte,1024,12.625,3.3,2.5,70058,110,1.60781067116
std,1024,12.625,3.3,2.5,80058,292,3.73489220315
rte,1024,12.625,3.3,2.5,80058,126,1.61163156711
std,1024,12.625,3.3,3.3,58,1,17.6551724138
rte,1024,12.625,3.3,3.3,58,1,17.6551724138
std,1024,12.625,3.3,3.3,10058,28,2.85066613641
rte,1024,12.625,3.3,3.3,10058,14,1.4253330682
std,1024,12.625,3.3,3.3,20058,56,2.85890916343
rte,1024,12.625,3.3,3.3,20058,28,1.42945458171
std,1024,12.625,3.3,3.3,30058,83,2.82759997338
rte,1024,12.625,3.3,3.3,30058,42,1.43083372147
std,1024,12.625,3.3,3.3,40058,111,2.83748564581
rte,1024,12.625,3.3,3.3,40058,56,1.43152428978
std,1024,12.625,3.3,3.3,50058,139,2.84342163091
rte,1024,12.625,3.3,3.3,50058,70,1.43193895082
std,1024,12.625,3.3,3.3,60058,166,2.83033068034
rte,1024,12.625,3.3,3.3,60058,83,1.41516534017
std,1024,12.625,3.3,3.3,70058,194,2.8355933655
