"","Packet.Size","Initial.Energy.joules.","Transmission.Power.Watts.","Reception.Power.Watts.","Connection.Data.Rate.bits.sec.","Packets.Sent","Time.to.Compromise.seconds."
"2250",1024,7.625,2.5,3.3,80058,70,0.895350871
"2252",1024,7.625,2.5,4.1,58,1,17.65517241
"2254",1024,7.625,2.5,4.1,10058,8,0.814476039
"2256",1024,7.625,2.5,4.1,20058,16,0.81683119
"2258",1024,7.625,2.5,4.1,30058,23,0.7835518
"2260",1024,7.625,2.5,4.1,40058,31,0.792450946
"2262",1024,7.625,2.5,4.1,50058,38,0.777338288
"2264",1024,7.625,2.5,4.1,60058,46,0.784308502
"2266",1024,7.625,2.5,4.1,70058,54,0.789288875
"2268",1024,7.625,2.5,4.1,80058,61,0.78023433
"2270",1024,7.625,2.5,4.9,58,1,17.65517241
"2272",1024,7.625,2.5,4.9,10058,7,0.712666534
"2274",1024,7.625,2.5,4.9,20058,14,0.714727291
"2276",1024,7.625,2.5,4.9,30058,21,0.715416861
"2278",1024,7.625,2.5,4.9,40058,28,0.715762145
"2280",1024,7.625,2.5,4.9,50058,34,0.695513205
"2282",1024,7.625,2.5,4.9,60058,41,0.699057578
"2284",1024,7.625,2.5,4.9,70058,48,0.701590111
"2286",1024,7.625,2.5,4.9,80058,55,0.70348997
"2288",1024,7.625,2.5,5.7,58,1,17.65517241
"2290",1024,7.625,2.5,5.7,10058,7,0.712666534
"2292",1024,7.625,2.5,5.7,20058,13,0.663675342
"2294",1024,7.625,2.5,5.7,30058,19,0.647281922
"2296",1024,7.625,2.5,5.7,40058,25,0.639073344
"2298",1024,7.625,2.5,5.7,50058,31,0.634144393
"2300",1024,7.625,2.5,5.7,60058,37,0.630856838
"2302",1024,7.625,2.5,5.7,70058,43,0.628507808
"2304",1024,7.625,2.5,5.7,80058,49,0.626745609
"2306",1024,7.625,3.3,0.1,58,1,17.65517241
"2308",1024,7.625,3.3,0.1,10058,13,1.323523563
"2310",1024,7.625,3.3,0.1,20058,25,1.276298734
"2312",1024,7.625,3.3,0.1,30058,38,1.294563843
"2314",1024,7.625,3.3,0.1,40058,50,1.278146687
"2316",1024,7.625,3.3,0.1,50058,63,1.288745056
"2318",1024,7.625,3.3,0.1,60058,75,1.278763862
"2320",1024,7.625,3.3,0.1,70058,88,1.286248537
"2322",1024,7.625,3.3,0.1,80058,100,1.279072672
"2324",1024,7.625,3.3,0.9,58,1,17.65517241
"2326",1024,7.625,3.3,0.9,10058,11,1.119904554
"2328",1024,7.625,3.3,0.9,20058,21,1.072090936
"2330",1024,7.625,3.3,0.9,30058,31,1.056091556
"2332",1024,7.625,3.3,0.9,40058,41,1.048080284
"2334",1024,7.625,3.3,0.9,50058,51,1.043269807
"2336",1024,7.625,3.3,0.9,60058,61,1.040061274
"2338",1024,7.625,3.3,0.9,70058,71,1.037768706
"2340",1024,7.625,3.3,0.9,80058,81,1.036048865
"2342",1024,7.625,3.3,1.7,58,1,17.65517241
"2344",1024,7.625,3.3,1.7,10058,9,0.916285544
"2346",1024,7.625,3.3,1.7,20058,17,0.867883139
"2348",1024,7.625,3.3,1.7,30058,26,0.885754209
"2350",1024,7.625,3.3,1.7,40058,34,0.869139747
"2352",1024,7.625,3.3,1.7,50058,43,0.879619641
"2354",1024,7.625,3.3,1.7,60058,51,0.869559426
"2356",1024,7.625,3.3,1.7,70058,60,0.876987639
"2358",1024,7.625,3.3,1.7,80058,68,0.869769417
"2360",1024,7.625,3.3,2.5,58,1,17.65517241
"2362",1024,7.625,3.3,2.5,10058,8,0.814476039
"2364",1024,7.625,3.3,2.5,20058,15,0.76577924
"2366",1024,7.625,3.3,2.5,30058,22,0.74948433
"2368",1024,7.625,3.3,2.5,40058,30,0.766888012
"2370",1024,7.625,3.3,2.5,50058,37,0.756882017
"2372",1024,7.625,3.3,2.5,60058,44,0.750208132
"2374",1024,7.625,3.3,2.5,70058,52,0.760055954
"2376",1024,7.625,3.3,2.5,80058,59,0.754652877
"2378",1024,7.625,3.3,3.3,58,1,17.65517241
"2380",1024,7.625,3.3,3.3,10058,7,0.712666534
"2382",1024,7.625,3.3,3.3,20058,13,0.663675342
"2384",1024,7.625,3.3,3.3,30058,20,0.681349391
"2386",1024,7.625,3.3,3.3,40058,26,0.664636277
"2388",1024,7.625,3.3,3.3,50058,33,0.675056934
"2390",1024,7.625,3.3,3.3,60058,39,0.664957208
"2392",1024,7.625,3.3,3.3,70058,45,0.657740729
"2394",1024,7.625,3.3,3.3,80058,52,0.66511779
"2396",1024,7.625,3.3,4.1,58,1,17.65517241
"2398",1024,7.625,3.3,4.1,10058,6,0.610857029
"2400",1024,7.625,3.3,4.1,20058,12,0.612623392
"2402",1024,7.625,3.3,4.1,30058,18,0.613214452
"2404",1024,7.625,3.3,4.1,40058,23,0.587947476
"2406",1024,7.625,3.3,4.1,50058,29,0.593231851
"2408",1024,7.625,3.3,4.1,60058,35,0.596756469
"2410",1024,7.625,3.3,4.1,70058,40,0.584658426
"2412",1024,7.625,3.3,4.1,80058,46,0.588373429
"2414",1024,7.625,3.3,4.9,58,1,17.65517241
"2416",1024,7.625,3.3,4.9,10058,6,0.610857029
"2418",1024,7.625,3.3,4.9,20058,11,0.561571443
"2420",1024,7.625,3.3,4.9,30058,16,0.545079513
"2422",1024,7.625,3.3,4.9,40058,21,0.536821609
"2424",1024,7.625,3.3,4.9,50058,26,0.531863039
"2426",1024,7.625,3.3,4.9,60058,31,0.528555729
"2428",1024,7.625,3.3,4.9,70058,37,0.540809044
"2430",1024,7.625,3.3,4.9,80058,42,0.537210522
"2432",1024,7.625,3.3,5.7,58,1,17.65517241
"2434",1024,7.625,3.3,5.7,10058,5,0.509047524
"2436",1024,7.625,3.3,5.7,20058,10,0.510519493
"2438",1024,7.625,3.3,5.7,30058,15,0.511012043
"2440",1024,7.625,3.3,5.7,40058,19,0.485695741
"2442",1024,7.625,3.3,5.7,50058,24,0.490950497
"2444",1024,7.625,3.3,5.7,60058,29,0.49445536
"2446",1024,7.625,3.3,5.7,70058,33,0.482343201
"2448",1024,7.625,3.3,5.7,80058,38,0.486047615
"2450",1024,7.625,4.1,0.1,58,1,17.65517241
"2452",1024,7.625,4.1,0.1,10058,9,0.916285544
"2454",1024,7.625,4.1,0.1,20058,17,0.867883139
"2456",1024,7.625,4.1,0.1,30058,25,0.851686739
"2458",1024,7.625,4.1,0.1,40058,33,0.843576814
"2460",1024,7.625,4.1,0.1,50058,42,0.85916337
"2462",1024,7.625,4.1,0.1,60058,50,0.852509241
"2464",1024,7.625,4.1,0.1,70058,58,0.847754718
"2466",1024,7.625,4.1,0.1,80058,66,0.844187964
"2468",1024,7.625,4.1,0.9,58,1,17.65517241
"2470",1024,7.625,4.1,0.9,10058,7,0.712666534
"2472",1024,7.625,4.1,0.9,20058,14,0.714727291
"2474",1024,7.625,4.1,0.9,30058,21,0.715416861
"2476",1024,7.625,4.1,0.9,40058,28,0.715762145
"2478",1024,7.625,4.1,0.9,50058,35,0.715969475
"2480",1024,7.625,4.1,0.9,60058,42,0.716107762
"2482",1024,7.625,4.1,0.9,70058,49,0.716206572
"2484",1024,7.625,4.1,0.9,80058,56,0.716280696
"2486",1024,7.625,4.1,1.7,58,1,17.65517241
"2488",1024,7.625,4.1,1.7,10058,6,0.610857029
"2490",1024,7.625,4.1,1.7,20058,12,0.612623392
"2492",1024,7.625,4.1,1.7,30058,18,0.613214452
"2494",1024,7.625,4.1,1.7,40058,24,0.61351041
"2496",1024,7.625,4.1,1.7,50058,30,0.613688122
"2498",1024,7.625,4.1,1.7,60058,36,0.613806654
"2500",1024,7.625,4.1,1.7,70058,42,0.613891347
"2502",1024,7.625,4.1,1.7,80058,48,0.613954883
"2504",1024,7.625,4.1,2.5,58,1,17.65517241
"2506",1024,7.625,4.1,2.5,10058,6,0.610857029
"2508",1024,7.625,4.1,2.5,20058,11,0.561571443
"2510",1024,7.625,4.1,2.5,30058,16,0.545079513
"2512",1024,7.625,4.1,2.5,40058,21,0.536821609
"2514",1024,7.625,4.1,2.5,50058,27,0.55231931
"2516",1024,7.625,4.1,2.5,60058,32,0.545605914
"2518",1024,7.625,4.1,2.5,70058,37,0.540809044
"2520",1024,7.625,4.1,2.5,80058,42,0.537210522
"2522",1024,7.625,4.1,3.3,58,1,17.65517241
"2524",1024,7.625,4.1,3.3,10058,5,0.509047524
"2526",1024,7.625,4.1,3.3,20058,10,0.510519493
"2528",1024,7.625,4.1,3.3,30058,14,0.476944574
"2530",1024,7.625,4.1,3.3,40058,19,0.485695741
"2532",1024,7.625,4.1,3.3,50058,24,0.490950497
"2534",1024,7.625,4.1,3.3,60058,28,0.477405175
"2536",1024,7.625,4.1,3.3,70058,33,0.482343201
"2538",1024,7.625,4.1,3.3,80058,38,0.486047615
"2540",1024,7.625,4.1,4.1,58,1,17.65517241
"2542",1024,7.625,4.1,4.1,10058,5,0.509047524
"2544",1024,7.625,4.1,4.1,20058,9,0.459467544
"2546",1024,7.625,4.1,4.1,30058,13,0.442877104
"2548",1024,7.625,4.1,4.1,40058,17,0.434569874
"2550",1024,7.625,4.1,4.1,50058,22,0.450037956
"2552",1024,7.625,4.1,4.1,60058,26,0.443304805
"2554",1024,7.625,4.1,4.1,70058,30,0.438493819
"2556",1024,7.625,4.1,4.1,80058,34,0.434884709
"2558",1024,7.625,4.1,4.9,58,1,17.65517241
"2560",1024,7.625,4.1,4.9,10058,4,0.407238019
"2562",1024,7.625,4.1,4.9,20058,8,0.408415595
"2564",1024,7.625,4.1,4.9,30058,12,0.408809635
"2566",1024,7.625,4.1,4.9,40058,16,0.40900694
"2568",1024,7.625,4.1,4.9,50058,20,0.409125415
"2570",1024,7.625,4.1,4.9,60058,23,0.392154251
"2572",1024,7.625,4.1,4.9,70058,27,0.394644437
"2574",1024,7.625,4.1,4.9,80058,31,0.396512528
"2576",1024,7.625,4.1,5.7,58,1,17.65517241
"2578",1024,7.625,4.1,5.7,10058,4,0.407238019
"2580",1024,7.625,4.1,5.7,20058,8,0.408415595
"2582",1024,7.625,4.1,5.7,30058,11,0.374742165
"2584",1024,7.625,4.1,5.7,40058,15,0.383444006
"2586",1024,7.625,4.1,5.7,50058,18,0.368212873
"2588",1024,7.625,4.1,5.7,60058,22,0.375104066
"2590",1024,7.625,4.1,5.7,70058,25,0.365411516
"2592",1024,7.625,4.1,5.7,80058,29,0.370931075
"2594",1024,7.625,4.9,0.1,58,1,17.65517241
"2596",1024,7.625,4.9,0.1,10058,6,0.610857029
"2598",1024,7.625,4.9,0.1,20058,11,0.561571443
"2600",1024,7.625,4.9,0.1,30058,16,0.545079513
"2602",1024,7.625,4.9,0.1,40058,22,0.562384542
"2604",1024,7.625,4.9,0.1,50058,27,0.55231931
"2606",1024,7.625,4.9,0.1,60058,32,0.545605914
"2608",1024,7.625,4.9,0.1,70058,38,0.555425505
"2610",1024,7.625,4.9,0.1,80058,43,0.550001249
"2612",1024,7.625,4.9,0.9,58,1,17.65517241
"2614",1024,7.625,4.9,0.9,10058,5,0.509047524
"2616",1024,7.625,4.9,0.9,20058,10,0.510519493
"2618",1024,7.625,4.9,0.9,30058,14,0.476944574
"2620",1024,7.625,4.9,0.9,40058,19,0.485695741
"2622",1024,7.625,4.9,0.9,50058,23,0.470494227
"2624",1024,7.625,4.9,0.9,60058,28,0.477405175
"2626",1024,7.625,4.9,0.9,70058,33,0.482343201
"2628",1024,7.625,4.9,0.9,80058,37,0.473256889
"2630",1024,7.625,4.9,1.7,58,1,17.65517241
"2632",1024,7.625,4.9,1.7,10058,5,0.509047524
"2634",1024,7.625,4.9,1.7,20058,9,0.459467544
"2636",1024,7.625,4.9,1.7,30058,13,0.442877104
"2638",1024,7.625,4.9,1.7,40058,17,0.434569874
"2640",1024,7.625,4.9,1.7,50058,21,0.429581685
"2642",1024,7.625,4.9,1.7,60058,25,0.426254621
"2644",1024,7.625,4.9,1.7,70058,29,0.423877359
"2646",1024,7.625,4.9,1.7,80058,33,0.422093982
"2648",1024,7.625,4.9,2.5,58,1,17.65517241
"2650",1024,7.625,4.9,2.5,10058,4,0.407238019
"2652",1024,7.625,4.9,2.5,20058,8,0.408415595
"2654",1024,7.625,4.9,2.5,30058,11,0.374742165
"2656",1024,7.625,4.9,2.5,40058,15,0.383444006
"2658",1024,7.625,4.9,2.5,50058,19,0.388669144
"2660",1024,7.625,4.9,2.5,60058,22,0.375104066
"2662",1024,7.625,4.9,2.5,70058,26,0.380027977
"2664",1024,7.625,4.9,2.5,80058,29,0.370931075
"2666",1024,7.625,4.9,3.3,58,1,17.65517241
"2668",1024,7.625,4.9,3.3,10058,4,0.407238019
"2670",1024,7.625,4.9,3.3,20058,7,0.357363645
"2672",1024,7.625,4.9,3.3,30058,10,0.340674696
"2674",1024,7.625,4.9,3.3,40058,13,0.332318139
"2676",1024,7.625,4.9,3.3,50058,17,0.347756602
"2678",1024,7.625,4.9,3.3,60058,20,0.341003696
"2680",1024,7.625,4.9,3.3,70058,23,0.336178595
"2682",1024,7.625,4.9,3.3,80058,26,0.332558895
"2684",1024,7.625,4.9,4.1,58,1,17.65517241
"2686",1024,7.625,4.9,4.1,10058,3,0.305428515
"2688",1024,7.625,4.9,4.1,20058,6,0.306311696
"2690",1024,7.625,4.9,4.1,30058,9,0.306607226
"2692",1024,7.625,4.9,4.1,40058,12,0.306755205
"2694",1024,7.625,4.9,4.1,50058,15,0.306844061
"2696",1024,7.625,4.9,4.1,60058,18,0.306903327
"2698",1024,7.625,4.9,4.1,70058,21,0.306945674
"2700",1024,7.625,4.9,4.1,80058,24,0.306977441
"2702",1024,7.625,4.9,4.9,58,1,17.65517241
"2704",1024,7.625,4.9,4.9,10058,3,0.305428515
"2706",1024,7.625,4.9,4.9,20058,6,0.306311696
"2708",1024,7.625,4.9,4.9,30058,9,0.306607226
"2710",1024,7.625,4.9,4.9,40058,11,0.281192271
"2712",1024,7.625,4.9,4.9,50058,14,0.28638779
"2714",1024,7.625,4.9,4.9,60058,17,0.289853142
"2716",1024,7.625,4.9,4.9,70058,20,0.292329213
"2718",1024,7.625,4.9,4.9,80058,22,0.281395988
"2720",1024,7.625,4.9,5.7,58,1,17.65517241
"2722",1024,7.625,4.9,5.7,10058,3,0.305428515
"2724",1024,7.625,4.9,5.7,20058,6,0.306311696
"2726",1024,7.625,4.9,5.7,30058,8,0.272539756
"2728",1024,7.625,4.9,5.7,40058,11,0.281192271
"2730",1024,7.625,4.9,5.7,50058,13,0.265931519
"2732",1024,7.625,4.9,5.7,60058,16,0.272802957
"2734",1024,7.625,4.9,5.7,70058,18,0.263096292
"2736",1024,7.625,4.9,5.7,80058,21,0.268605261
"2738",1024,7.625,5.7,0.1,58,1,17.65517241
"2740",1024,7.625,5.7,0.1,10058,4,0.407238019
"2742",1024,7.625,5.7,0.1,20058,7,0.357363645
"2744",1024,7.625,5.7,0.1,30058,10,0.340674696
"2746",1024,7.625,5.7,0.1,40058,13,0.332318139
"2748",1024,7.625,5.7,0.1,50058,17,0.347756602
"2750",1024,7.625,5.7,0.1,60058,20,0.341003696
"2752",1024,7.625,5.7,0.1,70058,23,0.336178595
"2754",1024,7.625,5.7,0.1,80058,26,0.332558895
"2756",1024,7.625,5.7,0.9,58,1,17.65517241
"2758",1024,7.625,5.7,0.9,10058,3,0.305428515
"2760",1024,7.625,5.7,0.9,20058,6,0.306311696
"2762",1024,7.625,5.7,0.9,30058,9,0.306607226
"2764",1024,7.625,5.7,0.9,40058,12,0.306755205
"2766",1024,7.625,5.7,0.9,50058,15,0.306844061
"2768",1024,7.625,5.7,0.9,60058,18,0.306903327
"2770",1024,7.625,5.7,0.9,70058,20,0.292329213
"2772",1024,7.625,5.7,0.9,80058,23,0.294186715
"2774",1024,7.625,5.7,1.7,58,1,17.65517241
"2776",1024,7.625,5.7,1.7,10058,3,0.305428515
"2778",1024,7.625,5.7,1.7,20058,6,0.306311696
"2780",1024,7.625,5.7,1.7,30058,8,0.272539756
"2782",1024,7.625,5.7,1.7,40058,11,0.281192271
"2784",1024,7.625,5.7,1.7,50058,13,0.265931519
"2786",1024,7.625,5.7,1.7,60058,16,0.272802957
"2788",1024,7.625,5.7,1.7,70058,18,0.263096292
"2790",1024,7.625,5.7,1.7,80058,21,0.268605261
"2792",1024,7.625,5.7,2.5,58,1,17.65517241
"2794",1024,7.625,5.7,2.5,10058,3,0.305428515
"2796",1024,7.625,5.7,2.5,20058,5,0.255259747
"2798",1024,7.625,5.7,2.5,30058,7,0.238472287
"2800",1024,7.625,5.7,2.5,40058,10,0.255629337
"2802",1024,7.625,5.7,2.5,50058,12,0.245475249
"2804",1024,7.625,5.7,2.5,60058,14,0.238702587
"2806",1024,7.625,5.7,2.5,70058,17,0.248479831
"2808",1024,7.625,5.7,2.5,80058,19,0.243023808
"2810",1024,7.625,5.7,3.3,58,1,17.65517241
"2812",1024,7.625,5.7,3.3,10058,3,0.305428515
"2814",1024,7.625,5.7,3.3,20058,5,0.255259747
"2816",1024,7.625,5.7,3.3,30058,7,0.238472287
"2818",1024,7.625,5.7,3.3,40058,9,0.230066404
"2820",1024,7.625,5.7,3.3,50058,11,0.225018978
"2822",1024,7.625,5.7,3.3,60058,13,0.221652403
"2824",1024,7.625,5.7,3.3,70058,15,0.21924691
"2826",1024,7.625,5.7,3.3,80058,17,0.217442354
"2828",1024,7.625,5.7,4.1,58,1,17.65517241
"2830",1024,7.625,5.7,4.1,10058,2,0.20361901
"2832",1024,7.625,5.7,4.1,20058,4,0.204207797
"2834",1024,7.625,5.7,4.1,30058,6,0.204404817
"2836",1024,7.625,5.7,4.1,40058,8,0.20450347
"2838",1024,7.625,5.7,4.1,50058,10,0.204562707
"2840",1024,7.625,5.7,4.1,60058,12,0.204602218
"2842",1024,7.625,5.7,4.1,70058,14,0.204630449
"2844",1024,7.625,5.7,4.1,80058,16,0.204651628
"2846",1024,7.625,5.7,4.9,58,1,17.65517241
"2848",1024,7.625,5.7,4.9,10058,2,0.20361901
"2850",1024,7.625,5.7,4.9,20058,4,0.204207797
"2852",1024,7.625,5.7,4.9,30058,6,0.204404817
"2854",1024,7.625,5.7,4.9,40058,8,0.20450347
"2856",1024,7.625,5.7,4.9,50058,9,0.184106437
"2858",1024,7.625,5.7,4.9,60058,11,0.187552033
"2860",1024,7.625,5.7,4.9,70058,13,0.190013988
"2862",1024,7.625,5.7,4.9,80058,15,0.191860901
"2864",1024,7.625,5.7,5.7,58,1,17.65517241
"2866",1024,7.625,5.7,5.7,10058,2,0.20361901
"2868",1024,7.625,5.7,5.7,20058,4,0.204207797
"2870",1024,7.625,5.7,5.7,30058,5,0.170337348
"2872",1024,7.625,5.7,5.7,40058,7,0.178940536
"2874",1024,7.625,5.7,5.7,50058,9,0.184106437
"2876",1024,7.625,5.7,5.7,60058,10,0.170501848
"2878",1024,7.625,5.7,5.7,70058,12,0.175397528
"2880",1024,7.625,5.7,5.7,80058,14,0.179070174
"2882",1024,10.125,0.1,0.1,58,3,52.96551724
"2884",1024,10.125,0.1,0.1,10058,493,50.1920859
"2886",1024,10.125,0.1,0.1,20058,982,50.13301426
"2888",1024,10.125,0.1,0.1,30058,1472,50.14731519
"2890",1024,10.125,0.1,0.1,40058,1961,50.12891308
"2892",1024,10.125,0.1,0.1,50058,2451,50.13831955
"2894",1024,10.125,0.1,0.1,60058,2940,50.12754337
"2896",1024,10.125,0.1,0.1,70058,3430,50.13446002
"2898",1024,10.125,0.1,0.1,80058,3919,50.12685803
"2900",1024,10.125,0.1,0.9,58,1,17.65517241
"2902",1024,10.125,0.1,0.9,10058,99,10.07914098
"2904",1024,10.125,0.1,0.9,20058,197,10.05723402
"2906",1024,10.125,0.1,0.9,30058,295,10.04990352
"2908",1024,10.125,0.1,0.9,40058,393,10.04623296
"2910",1024,10.125,0.1,0.9,50058,491,10.04402893
"2912",1024,10.125,0.1,0.9,60058,588,10.02550867
"2914",1024,10.125,0.1,0.9,70058,686,10.026892
"2916",1024,10.125,0.1,0.9,80058,784,10.02792975
"2918",1024,10.125,0.1,1.7,58,1,17.65517241
"2920",1024,10.125,0.1,1.7,10058,55,5.599522768
"2922",1024,10.125,0.1,1.7,20058,110,5.615714428
"2924",1024,10.125,0.1,1.7,30058,164,5.587065008
"2926",1024,10.125,0.1,1.7,40058,218,5.572719557
"2928",1024,10.125,0.1,1.7,50058,273,5.584561908
"2930",1024,10.125,0.1,1.7,60058,327,5.575410437
"2932",1024,10.125,0.1,1.7,70058,382,5.583487967
"2934",1024,10.125,0.1,1.7,80058,436,5.576756851
"2936",1024,10.125,0.1,2.5,58,1,17.65517241
"2938",1024,10.125,0.1,2.5,10058,38,3.868761185
"2940",1024,10.125,0.1,2.5,20058,76,3.87994815
"2942",1024,10.125,0.1,2.5,30058,114,3.88369153
"2944",1024,10.125,0.1,2.5,40058,151,3.860002996
"2946",1024,10.125,0.1,2.5,50058,189,3.866235167
"2948",1024,10.125,0.1,2.5,60058,227,3.870391954
"2950",1024,10.125,0.1,2.5,70058,264,3.858745611
"2952",1024,10.125,0.1,2.5,80058,302,3.86279947
"2954",1024,10.125,0.1,3.3,58,1,17.65517241
"2956",1024,10.125,0.1,3.3,10058,29,2.952475641
"2958",1024,10.125,0.1,3.3,20058,58,2.961013062
"2960",1024,10.125,0.1,3.3,30058,87,2.963869852
"2962",1024,10.125,0.1,3.3,40058,116,2.965300315
"2964",1024,10.125,0.1,3.3,50058,145,2.966159255
"2966",1024,10.125,0.1,3.3,60058,173,2.949681974
"2968",1024,10.125,0.1,3.3,70058,202,2.952525051
"2970",1024,10.125,0.1,3.3,80058,231,2.954657873
"2972",1024,10.125,0.1,4.1,58,1,17.65517241
"2974",1024,10.125,0.1,4.1,10058,24,2.443428117
"2976",1024,10.125,0.1,4.1,20058,47,2.399441619
"2978",1024,10.125,0.1,4.1,30058,71,2.418790339
"2980",1024,10.125,0.1,4.1,40058,94,2.402915772
"2982",1024,10.125,0.1,4.1,50058,117,2.393383675
"2984",1024,10.125,0.1,4.1,60058,140,2.387025875
"2986",1024,10.125,0.1,4.1,70058,164,2.397099546
"2988",1024,10.125,0.1,4.1,80058,187,2.391865897
"2990",1024,10.125,0.1,4.9,58,1,17.65517241
"2992",1024,10.125,0.1,4.9,10058,20,2.036190097
"2994",1024,10.125,0.1,4.9,20058,40,2.042077974
"2996",1024,10.125,0.1,4.9,30058,59,2.009980704
"2998",1024,10.125,0.1,4.9,40058,79,2.019471766
"3000",1024,10.125,0.1,4.9,50058,99,2.025170802
"3002",1024,10.125,0.1,4.9,60058,118,2.011921809
"3004",1024,10.125,0.1,4.9,70058,138,2.017071569
"3006",1024,10.125,0.1,4.9,80058,157,2.008144096
"3008",1024,10.125,0.1,5.7,58,1,17.65517241
"3010",1024,10.125,0.1,5.7,10058,17,1.730761583
"3012",1024,10.125,0.1,5.7,20058,34,1.735766278
"3014",1024,10.125,0.1,5.7,30058,51,1.737440948
"3016",1024,10.125,0.1,5.7,40058,68,1.738279495
"3018",1024,10.125,0.1,5.7,50058,85,1.738783012
"3020",1024,10.125,0.1,5.7,60058,102,1.739118852
"3022",1024,10.125,0.1,5.7,70058,119,1.739358817
"3024",1024,10.125,0.1,5.7,80058,136,1.739538834
"3026",1024,10.125,0.9,0.1,58,1,17.65517241
"3028",1024,10.125,0.9,0.1,10058,91,9.264664943
"3030",1024,10.125,0.9,0.1,20058,181,9.240402832
"3032",1024,10.125,0.9,0.1,30058,271,9.23228425
"3034",1024,10.125,0.9,0.1,40058,361,9.228219082
"3036",1024,10.125,0.9,0.1,50058,451,9.225778097
"3038",1024,10.125,0.9,0.1,60058,542,9.241200173
"3040",1024,10.125,0.9,0.1,70058,632,9.237603129
"3042",1024,10.125,0.9,0.1,80058,722,9.234904694
"3044",1024,10.125,0.9,0.9,58,1,17.65517241
"3046",1024,10.125,0.9,0.9,10058,51,5.192284748
"3048",1024,10.125,0.9,0.9,20058,101,5.156246884
"3050",1024,10.125,0.9,0.9,30058,151,5.144187903
"3052",1024,10.125,0.9,0.9,40058,201,5.138149683
"3054",1024,10.125,0.9,0.9,50058,251,5.134523952
"3056",1024,10.125,0.9,0.9,60058,301,5.132105631
"3058",1024,10.125,0.9,0.9,70058,351,5.130377687
"3060",1024,10.125,0.9,0.9,80058,401,5.129081416
"3062",1024,10.125,0.9,1.7,58,1,17.65517241
"3064",1024,10.125,0.9,1.7,10058,35,3.563332671
"3066",1024,10.125,0.9,1.7,20058,70,3.573636454
"3068",1024,10.125,0.9,1.7,30058,105,3.577084304
"3070",1024,10.125,0.9,1.7,40058,139,3.553247791
"3072",1024,10.125,0.9,1.7,50058,174,3.559391106
"3074",1024,10.125,0.9,1.7,60058,209,3.563488628
"3076",1024,10.125,0.9,1.7,70058,243,3.551799937
"3078",1024,10.125,0.9,1.7,80058,278,3.555822029
"3080",1024,10.125,0.9,2.5,58,1,17.65517241
"3082",1024,10.125,0.9,2.5,10058,27,2.748856632
"3084",1024,10.125,0.9,2.5,20058,54,2.756805265
"3086",1024,10.125,0.9,2.5,30058,80,2.725397565
"3088",1024,10.125,0.9,2.5,40058,107,2.735233911
"3090",1024,10.125,0.9,2.5,50058,133,2.720684007
"3092",1024,10.125,0.9,2.5,60058,160,2.728029571
"3094",1024,10.125,0.9,2.5,70058,186,2.71866168
"3096",1024,10.125,0.9,2.5,80058,213,2.724424792
"3098",1024,10.125,0.9,3.3,58,1,17.65517241
"3100",1024,10.125,0.9,3.3,10058,22,2.239809107
"3102",1024,10.125,0.9,3.3,20058,44,2.246285771
"3104",1024,10.125,0.9,3.3,30058,65,2.214385521
"3106",1024,10.125,0.9,3.3,40058,86,2.198412302
"3108",1024,10.125,0.9,3.3,50058,108,2.209277238
"3110",1024,10.125,0.9,3.3,60058,129,2.199473842
"3112",1024,10.125,0.9,3.3,70058,151,2.207085558
"3114",1024,10.125,0.9,3.3,80058,172,2.200004996
"3116",1024,10.125,0.9,4.1,58,1,17.65517241
"3118",1024,10.125,0.9,4.1,10058,19,1.934380593
"3120",1024,10.125,0.9,4.1,20058,37,1.888922126
"3122",1024,10.125,0.9,4.1,30058,55,1.873710826
"3124",1024,10.125,0.9,4.1,40058,73,1.866094163
"3126",1024,10.125,0.9,4.1,50058,91,1.861520636
"3128",1024,10.125,0.9,4.1,60058,109,1.858470146
"3130",1024,10.125,0.9,4.1,70058,127,1.856290502
"3132",1024,10.125,0.9,4.1,80058,145,1.854655375
"3134",1024,10.125,0.9,4.9,58,1,17.65517241
"3136",1024,10.125,0.9,4.9,10058,16,1.628952078
"3138",1024,10.125,0.9,4.9,20058,32,1.633662379
"3140",1024,10.125,0.9,4.9,30058,47,1.601171069
"3142",1024,10.125,0.9,4.9,40058,63,1.610464826
"3144",1024,10.125,0.9,4.9,50058,78,1.595589117
"3146",1024,10.125,0.9,4.9,60058,94,1.602717373
"3148",1024,10.125,0.9,4.9,70058,109,1.593194211
"3150",1024,10.125,0.9,4.9,80058,125,1.59884084
"3152",1024,10.125,0.9,5.7,58,1,17.65517241
"3154",1024,10.125,0.9,5.7,10058,14,1.425333068
"3156",1024,10.125,0.9,5.7,20058,28,1.429454582
"3158",1024,10.125,0.9,5.7,30058,42,1.430833721
"3160",1024,10.125,0.9,5.7,40058,55,1.405961356
"3162",1024,10.125,0.9,5.7,50058,69,1.41148268
"3164",1024,10.125,0.9,5.7,60058,82,1.398115155
"3166",1024,10.125,0.9,5.7,70058,96,1.403180222
"3168",1024,10.125,0.9,5.7,80058,110,1.40697994
"3170",1024,10.125,1.7,0.1,58,1,17.65517241
"3172",1024,10.125,1.7,0.1,10058,46,4.683237224
"3174",1024,10.125,1.7,0.1,20058,92,4.69677934
"3176",1024,10.125,1.7,0.1,30058,138,4.701310799
"3178",1024,10.125,1.7,0.1,40058,184,4.703579809
