"","Packet.Size","Initial.Energy.joules.","Transmission.Power.Watts.","Reception.Power.Watts.","Connection.Data.Rate.bits.sec.","Packets.Sent","Time.to.Compromise.seconds."
"20038",33554432,12.625,2.5,0.9,10058,1,3336.093856
"20040",33554432,12.625,2.5,0.9,20058,1,1672.870276
"20042",33554432,12.625,2.5,0.9,30058,1,1116.322843
"20044",33554432,12.625,2.5,0.9,40058,1,837.646213
"20046",33554432,12.625,2.5,0.9,50058,1,670.3110791
"20048",33554432,12.625,2.5,0.9,60058,1,558.7004562
"20050",33554432,12.625,2.5,0.9,70058,1,478.9521825
"20052",33554432,12.625,2.5,0.9,80058,1,419.1265333
"20054",33554432,12.625,2.5,1.7,58,1,578524.6897
"20056",33554432,12.625,2.5,1.7,10058,1,3336.093856
"20058",33554432,12.625,2.5,1.7,20058,1,1672.870276
"20060",33554432,12.625,2.5,1.7,30058,1,1116.322843
"20062",33554432,12.625,2.5,1.7,40058,1,837.646213
"20064",33554432,12.625,2.5,1.7,50058,1,670.3110791
"20066",33554432,12.625,2.5,1.7,60058,1,558.7004562
"20068",33554432,12.625,2.5,1.7,70058,1,478.9521825
"20070",33554432,12.625,2.5,1.7,80058,1,419.1265333
"20072",33554432,12.625,2.5,2.5,58,1,578524.6897
"20074",33554432,12.625,2.5,2.5,10058,1,3336.093856
"20076",33554432,12.625,2.5,2.5,20058,1,1672.870276
"20078",33554432,12.625,2.5,2.5,30058,1,1116.322843
"20080",33554432,12.625,2.5,2.5,40058,1,837.646213
"20082",33554432,12.625,2.5,2.5,50058,1,670.3110791
"20084",33554432,12.625,2.5,2.5,60058,1,558.7004562
"20086",33554432,12.625,2.5,2.5,70058,1,478.9521825
"20088",33554432,12.625,2.5,2.5,80058,1,419.1265333
"20090",33554432,12.625,2.5,3.3,58,1,578524.6897
"20092",33554432,12.625,2.5,3.3,10058,1,3336.093856
"20094",33554432,12.625,2.5,3.3,20058,1,1672.870276
"20096",33554432,12.625,2.5,3.3,30058,1,1116.322843
"20098",33554432,12.625,2.5,3.3,40058,1,837.646213
"20100",33554432,12.625,2.5,3.3,50058,1,670.3110791
"20102",33554432,12.625,2.5,3.3,60058,1,558.7004562
"20104",33554432,12.625,2.5,3.3,70058,1,478.9521825
"20106",33554432,12.625,2.5,3.3,80058,1,419.1265333
"20108",33554432,12.625,2.5,4.1,58,1,578524.6897
"20110",33554432,12.625,2.5,4.1,10058,1,3336.093856
"20112",33554432,12.625,2.5,4.1,20058,1,1672.870276
"20114",33554432,12.625,2.5,4.1,30058,1,1116.322843
"20116",33554432,12.625,2.5,4.1,40058,1,837.646213
"20118",33554432,12.625,2.5,4.1,50058,1,670.3110791
"20120",33554432,12.625,2.5,4.1,60058,1,558.7004562
"20122",33554432,12.625,2.5,4.1,70058,1,478.9521825
"20124",33554432,12.625,2.5,4.1,80058,1,419.1265333
"20126",33554432,12.625,2.5,4.9,58,1,578524.6897
"20128",33554432,12.625,2.5,4.9,10058,1,3336.093856
"20130",33554432,12.625,2.5,4.9,20058,1,1672.870276
"20132",33554432,12.625,2.5,4.9,30058,1,1116.322843
"20134",33554432,12.625,2.5,4.9,40058,1,837.646213
"20136",33554432,12.625,2.5,4.9,50058,1,670.3110791
"20138",33554432,12.625,2.5,4.9,60058,1,558.7004562
"20140",33554432,12.625,2.5,4.9,70058,1,478.9521825
"20142",33554432,12.625,2.5,4.9,80058,1,419.1265333
"20144",33554432,12.625,2.5,5.7,58,1,578524.6897
"20146",33554432,12.625,2.5,5.7,10058,1,3336.093856
"20148",33554432,12.625,2.5,5.7,20058,1,1672.870276
"20150",33554432,12.625,2.5,5.7,30058,1,1116.322843
"20152",33554432,12.625,2.5,5.7,40058,1,837.646213
"20154",33554432,12.625,2.5,5.7,50058,1,670.3110791
"20156",33554432,12.625,2.5,5.7,60058,1,558.7004562
"20158",33554432,12.625,2.5,5.7,70058,1,478.9521825
"20160",33554432,12.625,2.5,5.7,80058,1,419.1265333
"20162",33554432,12.625,3.3,0.1,58,1,578524.6897
"20164",33554432,12.625,3.3,0.1,10058,1,3336.093856
"20166",33554432,12.625,3.3,0.1,20058,1,1672.870276
"20168",33554432,12.625,3.3,0.1,30058,1,1116.322843
"20170",33554432,12.625,3.3,0.1,40058,1,837.646213
"20172",33554432,12.625,3.3,0.1,50058,1,670.3110791
"20174",33554432,12.625,3.3,0.1,60058,1,558.7004562
"20176",33554432,12.625,3.3,0.1,70058,1,478.9521825
"20178",33554432,12.625,3.3,0.1,80058,1,419.1265333
"20180",33554432,12.625,3.3,0.9,58,1,578524.6897
"20182",33554432,12.625,3.3,0.9,10058,1,3336.093856
"20184",33554432,12.625,3.3,0.9,20058,1,1672.870276
"20186",33554432,12.625,3.3,0.9,30058,1,1116.322843
"20188",33554432,12.625,3.3,0.9,40058,1,837.646213
"20190",33554432,12.625,3.3,0.9,50058,1,670.3110791
"20192",33554432,12.625,3.3,0.9,60058,1,558.7004562
"20194",33554432,12.625,3.3,0.9,70058,1,478.9521825
"20196",33554432,12.625,3.3,0.9,80058,1,419.1265333
"20198",33554432,12.625,3.3,1.7,58,1,578524.6897
"20200",33554432,12.625,3.3,1.7,10058,1,3336.093856
"20202",33554432,12.625,3.3,1.7,20058,1,1672.870276
"20204",33554432,12.625,3.3,1.7,30058,1,1116.322843
"20206",33554432,12.625,3.3,1.7,40058,1,837.646213
"20208",33554432,12.625,3.3,1.7,50058,1,670.3110791
"20210",33554432,12.625,3.3,1.7,60058,1,558.7004562
"20212",33554432,12.625,3.3,1.7,70058,1,478.9521825
"20214",33554432,12.625,3.3,1.7,80058,1,419.1265333
"20216",33554432,12.625,3.3,2.5,58,1,578524.6897
"20218",33554432,12.625,3.3,2.5,10058,1,3336.093856
"20220",33554432,12.625,3.3,2.5,20058,1,1672.870276
"20222",33554432,12.625,3.3,2.5,30058,1,1116.322843
"20224",33554432,12.625,3.3,2.5,40058,1,837.646213
"20226",33554432,12.625,3.3,2.5,50058,1,670.3110791
"20228",33554432,12.625,3.3,2.5,60058,1,558.7004562
"20230",33554432,12.625,3.3,2.5,70058,1,478.9521825
"20232",33554432,12.625,3.3,2.5,80058,1,419.1265333
"20234",33554432,12.625,3.3,3.3,58,1,578524.6897
"20236",33554432,12.625,3.3,3.3,10058,1,3336.093856
"20238",33554432,12.625,3.3,3.3,20058,1,1672.870276
"20240",33554432,12.625,3.3,3.3,30058,1,1116.322843
"20242",33554432,12.625,3.3,3.3,40058,1,837.646213
"20244",33554432,12.625,3.3,3.3,50058,1,670.3110791
"20246",33554432,12.625,3.3,3.3,60058,1,558.7004562
"20248",33554432,12.625,3.3,3.3,70058,1,478.9521825
"20250",33554432,12.625,3.3,3.3,80058,1,419.1265333
"20252",33554432,12.625,3.3,4.1,58,1,578524.6897
"20254",33554432,12.625,3.3,4.1,10058,1,3336.093856
"20256",33554432,12.625,3.3,4.1,20058,1,1672.870276
"20258",33554432,12.625,3.3,4.1,30058,1,1116.322843
"20260",33554432,12.625,3.3,4.1,40058,1,837.646213
"20262",33554432,12.625,3.3,4.1,50058,1,670.3110791
"20264",33554432,12.625,3.3,4.1,60058,1,558.7004562
"20266",33554432,12.625,3.3,4.1,70058,1,478.9521825
"20268",33554432,12.625,3.3,4.1,80058,1,419.1265333
"20270",33554432,12.625,3.3,4.9,58,1,578524.6897
"20272",33554432,12.625,3.3,4.9,10058,1,3336.093856
"20274",33554432,12.625,3.3,4.9,20058,1,1672.870276
"20276",33554432,12.625,3.3,4.9,30058,1,1116.322843
"20278",33554432,12.625,3.3,4.9,40058,1,837.646213
"20280",33554432,12.625,3.3,4.9,50058,1,670.3110791
"20282",33554432,12.625,3.3,4.9,60058,1,558.7004562
"20284",33554432,12.625,3.3,4.9,70058,1,478.9521825
"20286",33554432,12.625,3.3,4.9,80058,1,419.1265333
"20288",33554432,12.625,3.3,5.7,58,1,578524.6897
"20290",33554432,12.625,3.3,5.7,10058,1,3336.093856
"20292",33554432,12.625,3.3,5.7,20058,1,1672.870276
"20294",33554432,12.625,3.3,5.7,30058,1,1116.322843
"20296",33554432,12.625,3.3,5.7,40058,1,837.646213
"20298",33554432,12.625,3.3,5.7,50058,1,670.3110791
"20300",33554432,12.625,3.3,5.7,60058,1,558.7004562
"20302",33554432,12.625,3.3,5.7,70058,1,478.9521825
"20304",33554432,12.625,3.3,5.7,80058,1,419.1265333
"20306",33554432,12.625,4.1,0.1,58,1,578524.6897
"20308",33554432,12.625,4.1,0.1,10058,1,3336.093856
"20310",33554432,12.625,4.1,0.1,20058,1,1672.870276
"20312",33554432,12.625,4.1,0.1,30058,1,1116.322843
"20314",33554432,12.625,4.1,0.1,40058,1,837.646213
"20316",33554432,12.625,4.1,0.1,50058,1,670.3110791
"20318",33554432,12.625,4.1,0.1,60058,1,558.7004562
"20320",33554432,12.625,4.1,0.1,70058,1,478.9521825
"20322",33554432,12.625,4.1,0.1,80058,1,419.1265333
"20324",33554432,12.625,4.1,0.9,58,1,578524.6897
"20326",33554432,12.625,4.1,0.9,10058,1,3336.093856
"20328",33554432,12.625,4.1,0.9,20058,1,1672.870276
"20330",33554432,12.625,4.1,0.9,30058,1,1116.322843
"20332",33554432,12.625,4.1,0.9,40058,1,837.646213
"20334",33554432,12.625,4.1,0.9,50058,1,670.3110791
"20336",33554432,12.625,4.1,0.9,60058,1,558.7004562
"20338",33554432,12.625,4.1,0.9,70058,1,478.9521825
"20340",33554432,12.625,4.1,0.9,80058,1,419.1265333
"20342",33554432,12.625,4.1,1.7,58,1,578524.6897
"20344",33554432,12.625,4.1,1.7,10058,1,3336.093856
"20346",33554432,12.625,4.1,1.7,20058,1,1672.870276
"20348",33554432,12.625,4.1,1.7,30058,1,1116.322843
"20350",33554432,12.625,4.1,1.7,40058,1,837.646213
"20352",33554432,12.625,4.1,1.7,50058,1,670.3110791
"20354",33554432,12.625,4.1,1.7,60058,1,558.7004562
"20356",33554432,12.625,4.1,1.7,70058,1,478.9521825
"20358",33554432,12.625,4.1,1.7,80058,1,419.1265333
"20360",33554432,12.625,4.1,2.5,58,1,578524.6897
"20362",33554432,12.625,4.1,2.5,10058,1,3336.093856
"20364",33554432,12.625,4.1,2.5,20058,1,1672.870276
"20366",33554432,12.625,4.1,2.5,30058,1,1116.322843
"20368",33554432,12.625,4.1,2.5,40058,1,837.646213
"20370",33554432,12.625,4.1,2.5,50058,1,670.3110791
"20372",33554432,12.625,4.1,2.5,60058,1,558.7004562
"20374",33554432,12.625,4.1,2.5,70058,1,478.9521825
"20376",33554432,12.625,4.1,2.5,80058,1,419.1265333
"20378",33554432,12.625,4.1,3.3,58,1,578524.6897
"20380",33554432,12.625,4.1,3.3,10058,1,3336.093856
"20382",33554432,12.625,4.1,3.3,20058,1,1672.870276
"20384",33554432,12.625,4.1,3.3,30058,1,1116.322843
"20386",33554432,12.625,4.1,3.3,40058,1,837.646213
"20388",33554432,12.625,4.1,3.3,50058,1,670.3110791
"20390",33554432,12.625,4.1,3.3,60058,1,558.7004562
"20392",33554432,12.625,4.1,3.3,70058,1,478.9521825
"20394",33554432,12.625,4.1,3.3,80058,1,419.1265333
"20396",33554432,12.625,4.1,4.1,58,1,578524.6897
"20398",33554432,12.625,4.1,4.1,10058,1,3336.093856
"20400",33554432,12.625,4.1,4.1,20058,1,1672.870276
"20402",33554432,12.625,4.1,4.1,30058,1,1116.322843
"20404",33554432,12.625,4.1,4.1,40058,1,837.646213
"20406",33554432,12.625,4.1,4.1,50058,1,670.3110791
"20408",33554432,12.625,4.1,4.1,60058,1,558.7004562
"20410",33554432,12.625,4.1,4.1,70058,1,478.9521825
"20412",33554432,12.625,4.1,4.1,80058,1,419.1265333
"20414",33554432,12.625,4.1,4.9,58,1,578524.6897
"20416",33554432,12.625,4.1,4.9,10058,1,3336.093856
"20418",33554432,12.625,4.1,4.9,20058,1,1672.870276
"20420",33554432,12.625,4.1,4.9,30058,1,1116.322843
"20422",33554432,12.625,4.1,4.9,40058,1,837.646213
"20424",33554432,12.625,4.1,4.9,50058,1,670.3110791
"20426",33554432,12.625,4.1,4.9,60058,1,558.7004562
"20428",33554432,12.625,4.1,4.9,70058,1,478.9521825
"20430",33554432,12.625,4.1,4.9,80058,1,419.1265333
"20432",33554432,12.625,4.1,5.7,58,1,578524.6897
"20434",33554432,12.625,4.1,5.7,10058,1,3336.093856
"20436",33554432,12.625,4.1,5.7,20058,1,1672.870276
"20438",33554432,12.625,4.1,5.7,30058,1,1116.322843
"20440",33554432,12.625,4.1,5.7,40058,1,837.646213
"20442",33554432,12.625,4.1,5.7,50058,1,670.3110791
"20444",33554432,12.625,4.1,5.7,60058,1,558.7004562
"20446",33554432,12.625,4.1,5.7,70058,1,478.9521825
"20448",33554432,12.625,4.1,5.7,80058,1,419.1265333
"20450",33554432,12.625,4.9,0.1,58,1,578524.6897
"20452",33554432,12.625,4.9,0.1,10058,1,3336.093856
"20454",33554432,12.625,4.9,0.1,20058,1,1672.870276
"20456",33554432,12.625,4.9,0.1,30058,1,1116.322843
"20458",33554432,12.625,4.9,0.1,40058,1,837.646213
"20460",33554432,12.625,4.9,0.1,50058,1,670.3110791
"20462",33554432,12.625,4.9,0.1,60058,1,558.7004562
"20464",33554432,12.625,4.9,0.1,70058,1,478.9521825
"20466",33554432,12.625,4.9,0.1,80058,1,419.1265333
"20468",33554432,12.625,4.9,0.9,58,1,578524.6897
"20470",33554432,12.625,4.9,0.9,10058,1,3336.093856
"20472",33554432,12.625,4.9,0.9,20058,1,1672.870276
"20474",33554432,12.625,4.9,0.9,30058,1,1116.322843
"20476",33554432,12.625,4.9,0.9,40058,1,837.646213
"20478",33554432,12.625,4.9,0.9,50058,1,670.3110791
"20480",33554432,12.625,4.9,0.9,60058,1,558.7004562
"20482",33554432,12.625,4.9,0.9,70058,1,478.9521825
"20484",33554432,12.625,4.9,0.9,80058,1,419.1265333
"20486",33554432,12.625,4.9,1.7,58,1,578524.6897
"20488",33554432,12.625,4.9,1.7,10058,1,3336.093856
"20490",33554432,12.625,4.9,1.7,20058,1,1672.870276
"20492",33554432,12.625,4.9,1.7,30058,1,1116.322843
"20494",33554432,12.625,4.9,1.7,40058,1,837.646213
"20496",33554432,12.625,4.9,1.7,50058,1,670.3110791
"20498",33554432,12.625,4.9,1.7,60058,1,558.7004562
"20500",33554432,12.625,4.9,1.7,70058,1,478.9521825
"20502",33554432,12.625,4.9,1.7,80058,1,419.1265333
"20504",33554432,12.625,4.9,2.5,58,1,578524.6897
"20506",33554432,12.625,4.9,2.5,10058,1,3336.093856
"20508",33554432,12.625,4.9,2.5,20058,1,1672.870276
"20510",33554432,12.625,4.9,2.5,30058,1,1116.322843
"20512",33554432,12.625,4.9,2.5,40058,1,837.646213
"20514",33554432,12.625,4.9,2.5,50058,1,670.3110791
"20516",33554432,12.625,4.9,2.5,60058,1,558.7004562
"20518",33554432,12.625,4.9,2.5,70058,1,478.9521825
"20520",33554432,12.625,4.9,2.5,80058,1,419.1265333
"20522",33554432,12.625,4.9,3.3,58,1,578524.6897
"20524",33554432,12.625,4.9,3.3,10058,1,3336.093856
"20526",33554432,12.625,4.9,3.3,20058,1,1672.870276
"20528",33554432,12.625,4.9,3.3,30058,1,1116.322843
"20530",33554432,12.625,4.9,3.3,40058,1,837.646213
"20532",33554432,12.625,4.9,3.3,50058,1,670.3110791
"20534",33554432,12.625,4.9,3.3,60058,1,558.7004562
"20536",33554432,12.625,4.9,3.3,70058,1,478.9521825
"20538",33554432,12.625,4.9,3.3,80058,1,419.1265333
"20540",33554432,12.625,4.9,4.1,58,1,578524.6897
"20542",33554432,12.625,4.9,4.1,10058,1,3336.093856
"20544",33554432,12.625,4.9,4.1,20058,1,1672.870276
"20546",33554432,12.625,4.9,4.1,30058,1,1116.322843
"20548",33554432,12.625,4.9,4.1,40058,1,837.646213
"20550",33554432,12.625,4.9,4.1,50058,1,670.3110791
"20552",33554432,12.625,4.9,4.1,60058,1,558.7004562
"20554",33554432,12.625,4.9,4.1,70058,1,478.9521825
"20556",33554432,12.625,4.9,4.1,80058,1,419.1265333
"20558",33554432,12.625,4.9,4.9,58,1,578524.6897
"20560",33554432,12.625,4.9,4.9,10058,1,3336.093856
"20562",33554432,12.625,4.9,4.9,20058,1,1672.870276
"20564",33554432,12.625,4.9,4.9,30058,1,1116.322843
"20566",33554432,12.625,4.9,4.9,40058,1,837.646213
"20568",33554432,12.625,4.9,4.9,50058,1,670.3110791
"20570",33554432,12.625,4.9,4.9,60058,1,558.7004562
"20572",33554432,12.625,4.9,4.9,70058,1,478.9521825
"20574",33554432,12.625,4.9,4.9,80058,1,419.1265333
"20576",33554432,12.625,4.9,5.7,58,1,578524.6897
"20578",33554432,12.625,4.9,5.7,10058,1,3336.093856
"20580",33554432,12.625,4.9,5.7,20058,1,1672.870276
"20582",33554432,12.625,4.9,5.7,30058,1,1116.322843
"20584",33554432,12.625,4.9,5.7,40058,1,837.646213
"20586",33554432,12.625,4.9,5.7,50058,1,670.3110791
"20588",33554432,12.625,4.9,5.7,60058,1,558.7004562
"20590",33554432,12.625,4.9,5.7,70058,1,478.9521825
"20592",33554432,12.625,4.9,5.7,80058,1,419.1265333
"20594",33554432,12.625,5.7,0.1,58,1,578524.6897
"20596",33554432,12.625,5.7,0.1,10058,1,3336.093856
"20598",33554432,12.625,5.7,0.1,20058,1,1672.870276
"20600",33554432,12.625,5.7,0.1,30058,1,1116.322843
"20602",33554432,12.625,5.7,0.1,40058,1,837.646213
"20604",33554432,12.625,5.7,0.1,50058,1,670.3110791
"20606",33554432,12.625,5.7,0.1,60058,1,558.7004562
"20608",33554432,12.625,5.7,0.1,70058,1,478.9521825
"20610",33554432,12.625,5.7,0.1,80058,1,419.1265333
"20612",33554432,12.625,5.7,0.9,58,1,578524.6897
"20614",33554432,12.625,5.7,0.9,10058,1,3336.093856
"20616",33554432,12.625,5.7,0.9,20058,1,1672.870276
"20618",33554432,12.625,5.7,0.9,30058,1,1116.322843
"20620",33554432,12.625,5.7,0.9,40058,1,837.646213
"20622",33554432,12.625,5.7,0.9,50058,1,670.3110791
"20624",33554432,12.625,5.7,0.9,60058,1,558.7004562
"20626",33554432,12.625,5.7,0.9,70058,1,478.9521825
"20628",33554432,12.625,5.7,0.9,80058,1,419.1265333
"20630",33554432,12.625,5.7,1.7,58,1,578524.6897
"20632",33554432,12.625,5.7,1.7,10058,1,3336.093856
"20634",33554432,12.625,5.7,1.7,20058,1,1672.870276
"20636",33554432,12.625,5.7,1.7,30058,1,1116.322843
"20638",33554432,12.625,5.7,1.7,40058,1,837.646213
"20640",33554432,12.625,5.7,1.7,50058,1,670.3110791
"20642",33554432,12.625,5.7,1.7,60058,1,558.7004562
"20644",33554432,12.625,5.7,1.7,70058,1,478.9521825
"20646",33554432,12.625,5.7,1.7,80058,1,419.1265333
"20648",33554432,12.625,5.7,2.5,58,1,578524.6897
"20650",33554432,12.625,5.7,2.5,10058,1,3336.093856
"20652",33554432,12.625,5.7,2.5,20058,1,1672.870276
"20654",33554432,12.625,5.7,2.5,30058,1,1116.322843
"20656",33554432,12.625,5.7,2.5,40058,1,837.646213
"20658",33554432,12.625,5.7,2.5,50058,1,670.3110791
"20660",33554432,12.625,5.7,2.5,60058,1,558.7004562
"20662",33554432,12.625,5.7,2.5,70058,1,478.9521825
"20664",33554432,12.625,5.7,2.5,80058,1,419.1265333
"20666",33554432,12.625,5.7,3.3,58,1,578524.6897
"20668",33554432,12.625,5.7,3.3,10058,1,3336.093856
"20670",33554432,12.625,5.7,3.3,20058,1,1672.870276
"20672",33554432,12.625,5.7,3.3,30058,1,1116.322843
"20674",33554432,12.625,5.7,3.3,40058,1,837.646213
"20676",33554432,12.625,5.7,3.3,50058,1,670.3110791
"20678",33554432,12.625,5.7,3.3,60058,1,558.7004562
"20680",33554432,12.625,5.7,3.3,70058,1,478.9521825
"20682",33554432,12.625,5.7,3.3,80058,1,419.1265333
"20684",33554432,12.625,5.7,4.1,58,1,578524.6897
"20686",33554432,12.625,5.7,4.1,10058,1,3336.093856
"20688",33554432,12.625,5.7,4.1,20058,1,1672.870276
"20690",33554432,12.625,5.7,4.1,30058,1,1116.322843
"20692",33554432,12.625,5.7,4.1,40058,1,837.646213
"20694",33554432,12.625,5.7,4.1,50058,1,670.3110791
"20696",33554432,12.625,5.7,4.1,60058,1,558.7004562
"20698",33554432,12.625,5.7,4.1,70058,1,478.9521825
"20700",33554432,12.625,5.7,4.1,80058,1,419.1265333
"20702",33554432,12.625,5.7,4.9,58,1,578524.6897
"20704",33554432,12.625,5.7,4.9,10058,1,3336.093856
"20706",33554432,12.625,5.7,4.9,20058,1,1672.870276
"20708",33554432,12.625,5.7,4.9,30058,1,1116.322843
"20710",33554432,12.625,5.7,4.9,40058,1,837.646213
"20712",33554432,12.625,5.7,4.9,50058,1,670.3110791
"20714",33554432,12.625,5.7,4.9,60058,1,558.7004562
"20716",33554432,12.625,5.7,4.9,70058,1,478.9521825
"20718",33554432,12.625,5.7,4.9,80058,1,419.1265333
"20720",33554432,12.625,5.7,5.7,58,1,578524.6897
"20722",33554432,12.625,5.7,5.7,10058,1,3336.093856
"20724",33554432,12.625,5.7,5.7,20058,1,1672.870276
"20726",33554432,12.625,5.7,5.7,30058,1,1116.322843
"20728",33554432,12.625,5.7,5.7,40058,1,837.646213
"20730",33554432,12.625,5.7,5.7,50058,1,670.3110791
"20732",33554432,12.625,5.7,5.7,60058,1,558.7004562
"20734",33554432,12.625,5.7,5.7,70058,1,478.9521825
"20736",33554432,12.625,5.7,5.7,80058,1,419.1265333
"20738",1073741824,0.125,0.1,0.1,58,1,18512790.07
"20740",1073741824,0.125,0.1,0.1,10058,1,106755.0034
"20742",1073741824,0.125,0.1,0.1,20058,1,53531.84884
"20744",1073741824,0.125,0.1,0.1,30058,1,35722.33096
"20746",1073741824,0.125,0.1,0.1,40058,1,26804.67882
"20748",1073741824,0.125,0.1,0.1,50058,1,21449.95453
"20750",1073741824,0.125,0.1,0.1,60058,1,17878.4146
"20752",1073741824,0.125,0.1,0.1,70058,1,15326.46984
"20754",1073741824,0.125,0.1,0.1,80058,1,13412.04906
"20756",1073741824,0.125,0.1,0.9,58,1,18512790.07
"20758",1073741824,0.125,0.1,0.9,10058,1,106755.0034
"20760",1073741824,0.125,0.1,0.9,20058,1,53531.84884
"20762",1073741824,0.125,0.1,0.9,30058,1,35722.33096
"20764",1073741824,0.125,0.1,0.9,40058,1,26804.67882
"20766",1073741824,0.125,0.1,0.9,50058,1,21449.95453
"20768",1073741824,0.125,0.1,0.9,60058,1,17878.4146
"20770",1073741824,0.125,0.1,0.9,70058,1,15326.46984
"20772",1073741824,0.125,0.1,0.9,80058,1,13412.04906
"20774",1073741824,0.125,0.1,1.7,58,1,18512790.07
"20776",1073741824,0.125,0.1,1.7,10058,1,106755.0034
"20778",1073741824,0.125,0.1,1.7,20058,1,53531.84884
"20780",1073741824,0.125,0.1,1.7,30058,1,35722.33096
"20782",1073741824,0.125,0.1,1.7,40058,1,26804.67882
"20784",1073741824,0.125,0.1,1.7,50058,1,21449.95453
"20786",1073741824,0.125,0.1,1.7,60058,1,17878.4146
"20788",1073741824,0.125,0.1,1.7,70058,1,15326.46984
"20790",1073741824,0.125,0.1,1.7,80058,1,13412.04906
"20792",1073741824,0.125,0.1,2.5,58,1,18512790.07
"20794",1073741824,0.125,0.1,2.5,10058,1,106755.0034
"20796",1073741824,0.125,0.1,2.5,20058,1,53531.84884
"20798",1073741824,0.125,0.1,2.5,30058,1,35722.33096
"20800",1073741824,0.125,0.1,2.5,40058,1,26804.67882
"20802",1073741824,0.125,0.1,2.5,50058,1,21449.95453
"20804",1073741824,0.125,0.1,2.5,60058,1,17878.4146
"20806",1073741824,0.125,0.1,2.5,70058,1,15326.46984
"20808",1073741824,0.125,0.1,2.5,80058,1,13412.04906
"20810",1073741824,0.125,0.1,3.3,58,1,18512790.07
"20812",1073741824,0.125,0.1,3.3,10058,1,106755.0034
"20814",1073741824,0.125,0.1,3.3,20058,1,53531.84884
"20816",1073741824,0.125,0.1,3.3,30058,1,35722.33096
"20818",1073741824,0.125,0.1,3.3,40058,1,26804.67882
"20820",1073741824,0.125,0.1,3.3,50058,1,21449.95453
"20822",1073741824,0.125,0.1,3.3,60058,1,17878.4146
"20824",1073741824,0.125,0.1,3.3,70058,1,15326.46984
"20826",1073741824,0.125,0.1,3.3,80058,1,13412.04906
"20828",1073741824,0.125,0.1,4.1,58,1,18512790.07
"20830",1073741824,0.125,0.1,4.1,10058,1,106755.0034
"20832",1073741824,0.125,0.1,4.1,20058,1,53531.84884
"20834",1073741824,0.125,0.1,4.1,30058,1,35722.33096
"20836",1073741824,0.125,0.1,4.1,40058,1,26804.67882
"20838",1073741824,0.125,0.1,4.1,50058,1,21449.95453
"20840",1073741824,0.125,0.1,4.1,60058,1,17878.4146
"20842",1073741824,0.125,0.1,4.1,70058,1,15326.46984
"20844",1073741824,0.125,0.1,4.1,80058,1,13412.04906
"20846",1073741824,0.125,0.1,4.9,58,1,18512790.07
"20848",1073741824,0.125,0.1,4.9,10058,1,106755.0034
"20850",1073741824,0.125,0.1,4.9,20058,1,53531.84884
"20852",1073741824,0.125,0.1,4.9,30058,1,35722.33096
"20854",1073741824,0.125,0.1,4.9,40058,1,26804.67882
"20856",1073741824,0.125,0.1,4.9,50058,1,21449.95453
"20858",1073741824,0.125,0.1,4.9,60058,1,17878.4146
"20860",1073741824,0.125,0.1,4.9,70058,1,15326.46984
"20862",1073741824,0.125,0.1,4.9,80058,1,13412.04906
"20864",1073741824,0.125,0.1,5.7,58,1,18512790.07
"20866",1073741824,0.125,0.1,5.7,10058,1,106755.0034
"20868",1073741824,0.125,0.1,5.7,20058,1,53531.84884
"20870",1073741824,0.125,0.1,5.7,30058,1,35722.33096
"20872",1073741824,0.125,0.1,5.7,40058,1,26804.67882
"20874",1073741824,0.125,0.1,5.7,50058,1,21449.95453
"20876",1073741824,0.125,0.1,5.7,60058,1,17878.4146
"20878",1073741824,0.125,0.1,5.7,70058,1,15326.46984
"20880",1073741824,0.125,0.1,5.7,80058,1,13412.04906
"20882",1073741824,2.625,0.1,0.1,58,1,18512790.07
"20884",1073741824,2.625,0.1,0.1,10058,1,106755.0034
"20886",1073741824,2.625,0.1,0.1,20058,1,53531.84884
"20888",1073741824,2.625,0.1,0.1,30058,1,35722.33096
"20890",1073741824,2.625,0.1,0.1,40058,1,26804.67882
"20892",1073741824,2.625,0.1,0.1,50058,1,21449.95453
"20894",1073741824,2.625,0.1,0.1,60058,1,17878.4146
"20896",1073741824,2.625,0.1,0.1,70058,1,15326.46984
"20898",1073741824,2.625,0.1,0.1,80058,1,13412.04906
"20900",1073741824,2.625,0.1,0.9,58,1,18512790.07
"20902",1073741824,2.625,0.1,0.9,10058,1,106755.0034
"20904",1073741824,2.625,0.1,0.9,20058,1,53531.84884
"20906",1073741824,2.625,0.1,0.9,30058,1,35722.33096
"20908",1073741824,2.625,0.1,0.9,40058,1,26804.67882
"20910",1073741824,2.625,0.1,0.9,50058,1,21449.95453
"20912",1073741824,2.625,0.1,0.9,60058,1,17878.4146
"20914",1073741824,2.625,0.1,0.9,70058,1,15326.46984
"20916",1073741824,2.625,0.1,0.9,80058,1,13412.04906
"20918",1073741824,2.625,0.1,1.7,58,1,18512790.07
"20920",1073741824,2.625,0.1,1.7,10058,1,106755.0034
"20922",1073741824,2.625,0.1,1.7,20058,1,53531.84884
"20924",1073741824,2.625,0.1,1.7,30058,1,35722.33096
"20926",1073741824,2.625,0.1,1.7,40058,1,26804.67882
"20928",1073741824,2.625,0.1,1.7,50058,1,21449.95453
"20930",1073741824,2.625,0.1,1.7,60058,1,17878.4146
"20932",1073741824,2.625,0.1,1.7,70058,1,15326.46984
